source,target,value
13012,12005,8
13012,13001,3
13012,13003,7
13012,13004,14
13012,13006,41
13012,13007,1676
13012,13008,110
13012,13009,10
13012,13011,126
13012,13012,1587
13012,13013,160
13012,14001,73
13012,15014,10
13012,21009,31
13013,11001,2831
13013,11002,84
13013,11003,204
13013,11004,158
13013,11005,63
13013,11006,68
13013,11007,227
13013,11008,24
13013,12001,17
13013,12004,40
13013,12005,24
13013,13001,10
13013,13006,91
13013,13007,3909
13013,13008,32
13013,13009,587
13013,13010,92
13013,13012,171
13013,13013,4208
13013,14001,47
13013,14003,14
13013,14004,26
13013,15002,10
13013,15014,144
13013,15020,31
13013,21002,29
13013,21007,19
13013,23032,66
13013,25022,72
13013,26011,9
13013,27011,47
13013,28007,7
14001,11001,370
14001,11002,25
14001,11003,61
14001,11004,32
14001,11006,30
14001,11007,12
14001,12004,21
14001,13001,29
14001,13003,25
14001,13006,32
14001,13007,1968
14001,13008,52
14001,13009,25
14001,13010,31
14001,13013,3
14001,14001,10339
14001,14002,2649
14001,14003,1950
14001,14004,1470
14001,15002,111
14001,15007,184
14001,15010,5
14001,15012,27
14001,15014,157
14001,15015,132
14001,15016,45
14001,15017,22
14001,15018,19
14001,15019,135
14001,15020,98
14001,15021,36
14001,16003,9
14001,17001,10
14001,17002,36
14001,17003,1
14001,17004,13
14001,17005,12
14001,17006,35
14001,17007,5
14001,21002,201
14001,21003,42
14001,21005,25
14001,21007,9
14001,21008,376
14001,21009,181
14001,21010,21
14001,21011,131
14001,21012,43
14001,21015,15
14001,21016,10
14001,21017,36
14001,21018,36
14001,21020,24
14001,21021,4
14001,22002,4
14001,22003,77
14001,22015,10
14001,23003,26
14001,23005,13
14001,23009,9
14001,23014,7
14001,23015,24
14001,23016,353
14001,23018,38
14001,23019,14
14001,23021,31
14001,23022,28
14001,23025,10
14001,23032,18
14001,24001,26
14001,24006,3
14001,24008,11
14001,24015,5
14001,24017,7
14001,24018,197
14001,25002,10
14001,25009,19
14001,25016,5
14001,25017,56
14001,25022,151
14001,26001,42
14001,26005,23
14001,26015,52
14001,26017,112
14001,27005,50
14001,27010,10
14001,27011,20
14001,29001,14
14001,29003,5
14001,29021,57
14001,29030,10
14001,29031,31
14001,29032,14
14001,31002,12
14002,13007,37
14002,14001,1318
14002,14002,1437
14002,14003,174
14002,14004,154
14003,13001,23
14003,13007,412
14003,13008,27
14003,13010,10
14003,14001,1452
14003,14002,169
14003,14003,1415
14003,14004,317
14003,15001,35
14003,15014,54
14003,16003,8
14003,16004,14
14003,17001,4
14003,21002,10
14003,21008,26
14003,21009,12
14003,21010,56
14003,21012,10
14003,21017,25
14003,26004,30
14004,11001,36
14004,11003,57
14004,11004,9
14004,11006,30
14004,12004,7
14004,13001,17
14004,13008,139
14004,13010,48
14004,13013,36
14004,14001,1168
14004,14002,187
14004,14003,263
14004,14004,2841
14004,15002,10
14004,15015,9
14004,15019,6
14004,17001,14
14004,21007,16
14004,21009,49
14004,21011,10
14004,21018,4
14004,26005,12
15001,11001,114
15001,11004,25
15001,13001,5
15001,13003,10
15001,13006,16
15001,13007,4659
15001,13008,66
15001,13009,17
15001,13010,511
15001,13012,12
15001,13013,5
15001,14001,68
15001,14002,5
15001,14003,14
15001,14004,15
15001,15001,4568
15001,15002,1609
15001,15005,10
15001,15007,278
15001,15009,5
15001,15011,13
15001,15014,164
15001,15015,34
15001,15017,25
15001,15019,61
15001,16003,22
15001,16004,13
15001,17004,4
15001,21002,204
15001,21008,12
15001,21009,11
15001,21019,33
15001,22002,13
15001,23009,9
15001,25011,4
15001,25017,5
15001,25022,21
15001,26018,34
15002,11001,436
15002,11003,15
15002,11004,48
15002,11006,24
15002,12004,64
15002,13001,27
15002,13002,36
15002,13003,24
15002,13005,28
15002,13006,73
15002,13007,11320
15002,13008,752
15002,13009,99
15002,13010,278
15002,13012,18
15002,13013,107
15002,14001,945
15002,14002,28
15002,14003,150
15002,14004,198
15002,15001,2142
15002,15002,14614
15002,15003,124
15002,15004,26
15002,15005,10
15002,15006,5
15002,15007,1445
15002,15008,202
15002,15009,80
15002,15010,32
15002,15011,26
15002,15012,21
15002,15013,38
15002,15014,1900
15002,15015,1108
15002,15016,34
15002,15017,34
15002,15018,18
15002,15019,162
15002,15020,221
15002,15021,23
15002,15022,6
15002,16001,224
15002,16002,18
15002,16003,1325
15002,16004,223
15002,17001,53
15002,17006,54
15002,21002,35
15002,21006,12
15002,21007,50
15002,21008,50
15002,21009,83
15002,21010,84
15002,21011,16
15002,21012,3
15002,21015,11
15002,21018,5
15002,21019,23
15002,21020,47
15002,22002,9
15002,22003,22
15002,22004,5
15002,23001,9
15002,23002,76
15002,23003,15
15002,23005,10
15002,23008,48
15002,23009,53
15002,23013,20
15002,23016,79
15002,23017,42
15002,23032,32
15002,24001,11
15002,24008,31
15002,25001,13
15002,25002,3
15002,26002,5
15002,26006,9
15002,26017,51
15002,27003,14
15002,27006,12
15002,29001,13
15002,29017,7
15002,29021,39
15003,13007,427
15003,13008,21
15003,13012,6
15003,14001,20
15003,15001,41
15003,15002,545
15003,15003,1736
15003,15004,68
15003,15005,62
15003,15007,597
15003,15008,30
15003,15009,37
15003,15011,80
15003,15012,12
15003,15014,26
15003,15015,409
15003,15017,65
15003,15018,10
15003,15019,72
15003,15020,17
15003,16002,9
15003,16003,1184
15003,16004,2031
15003,17001,24
15003,17002,3
15003,17007,4
15003,21001,8
15003,21002,91
15003,21005,45
15003,21009,8
15003,23016,21
15003,24001,9
15003,25023,35
15003,29021,58
15003,29026,7
15004,15002,32
15004,15003,68
15004,15004,1639
15004,15005,1042
15004,15006,32
15004,15007,934
15004,15008,10
15004,15009,4
15004,15010,11
15004,15011,214
15004,15015,201
15004,15016,190
15004,15017,6
15004,15018,22
15004,15020,93
15004,15022,65
15004,16001,4
15004,16002,5
15004,16003,2056
15004,16004,199
15004,21002,13
15004,21007,2
15004,21008,10
15004,23016,26
15004,29032,11
15005,11001,23
15005,13007,40
15005,13009,16
15005,14001,5
15005,15002,129
15005,15003,200
15005,15004,834
15005,15005,3701
15005,15006,410
15005,15007,3492
15005,15008,150
15005,15009,71
15005,15010,166
15005,15011,312
15005,15012,49
15005,15013,119
15005,15015,66
15005,15016,140
15005,15017,5
15005,15019,66
15005,15020,22
15005,16001,54
15005,16002,11
15005,16003,7614
15005,16004,292
15005,17002,21
15005,21001,5
15005,21005,25
15005,21007,9
15005,21008,14
15005,21010,7
15005,21012,31
15005,21015,19
15005,23005,18
15005,23020,9
15006,11001,30
15006,13007,24
15006,15002,25
15006,15004,4
15006,15005,322
15006,15006,3347
15006,15007,2876
15006,15008,194
15006,15009,154
15006,15010,13
15006,15011,191
15006,15012,32
15006,15013,22
15006,15014,29
15006,15016,30
15006,15017,68
15006,15020,17
15006,15021,10
15006,15022,6
15006,16001,5
15006,16002,55
15006,16003,818
15006,17001,6
15006,17006,9
15006,21007,9
15006,21009,4
15006,23016,9
15007,11001,425
15007,11002,15
15007,11004,59
15007,11005,5
15007,11007,3
15007,12001,7
15007,12004,193
15007,12005,63
15007,13001,60
15007,13002,12
15007,13003,40
15007,13004,13
15007,13005,29
15007,13006,26
15007,13007,4221
15007,13008,85
15007,13009,11
15007,13010,129
15007,13013,13
15007,14001,720
15007,14002,6
15007,14003,41
15007,14004,71
15007,15001,488
15007,15002,1869
15007,15003,568
15007,15004,577
15007,15005,1052
15007,15006,3475
15007,15007,92880
15007,15008,8616
15007,15009,7553
15007,15010,6097
15007,15011,4512
15007,15012,3245
15007,15013,3392
15007,15014,429
15007,15015,946
15007,15016,1604
15007,15017,2127
15007,15018,654
15007,15019,2486
15007,15020,1895
15007,15021,530
15007,15022,318
15007,16001,458
15007,16002,63
15007,16003,5383
15007,16004,488
15007,17001,167
15007,17002,192
15007,17003,47
15007,17004,17
15007,17005,27
15007,17006,496
15007,17007,13
15007,17008,2
15007,21001,569
15007,21002,1656
15007,21003,22
15007,21004,138
15007,21005,324
15007,21006,20
15007,21007,1304
15007,21008,447
15007,21009,354
15007,21010,293
15007,21011,129
15007,21012,17
15007,21013,192
15007,21014,75
15007,21015,82
15007,21017,156
15007,21018,38
15007,21019,180
15007,21020,77
15007,21021,15
15007,22001,78
15007,22002,303
15007,22003,215
15007,22004,59
15007,22006,8
15007,22008,9
15007,22010,3
15007,22011,6
15007,22013,22
15007,22014,23
15007,22015,4
15007,23001,195
15007,23002,53
15007,23003,31
15007,23004,4
15007,23005,89
15007,23006,3
15007,23007,5
15007,23008,23
15007,23009,61
15007,23011,2
15007,23012,23
15007,23013,33
15007,23014,14
15007,23015,9
15007,23016,1712
15007,23017,9
15007,23018,25
15007,23019,20
15007,23021,34
15007,23022,5
15007,23023,51
15007,23029,16
15007,23032,186
15007,24001,49
15007,24004,24
15007,24006,7
15007,24010,4
15007,24012,2
15007,24013,33
15007,24015,7
15007,24016,7
15007,24017,37
15007,24018,427
15007,25002,8
15007,25003,19
15007,25009,5
15007,25010,3
15007,25011,9
15007,25017,58
15007,25020,5
15007,25022,337
15007,26001,5
15007,26003,10
15007,26005,100
15007,26006,10
15007,26008,35
15007,26009,21
15007,26011,35
15007,26013,38
15007,26014,7
15007,26015,23
15007,26016,5
15007,26017,429
15007,26018,124
15007,27006,4
15007,27011,72
15007,27013,6
15007,28011,271
15007,29001,32
15007,29004,28
15007,29005,62
15007,29008,10
15007,29012,147
15007,29014,23
15007,29015,6
15007,29016,18
15007,29019,4
15007,29020,24
15007,29021,625
15007,29024,22
15007,29029,10
15007,29031,132
15007,29032,78
15007,31001,14
15008,11001,31
15008,11008,7
15008,13006,16
15008,13007,265
15008,13010,10
15008,13013,5
15008,14001,109
15008,14002,24
15008,14003,3
15008,14004,57
15008,15001,4
15008,15002,60
15008,15006,6
15008,15007,5190
15008,15008,9022
15008,15009,1566
15008,15010,1241
15008,15011,160
15008,15012,715
15008,15013,1258
15008,15014,21
15008,15015,212
15008,15016,276
15008,15017,388
15008,15018,7
15008,15019,205
15008,15020,218
15008,15021,65
15008,16001,33
15008,16002,37
15008,16003,779
15008,16004,35
15008,17001,25
15008,17002,52
15008,17003,8
15008,17005,32
15008,17006,9
15008,21002,65
15008,21004,5
15008,21005,61
15008,21007,84
15008,21008,40
15008,21009,77
15008,21010,32
15008,21011,56
15008,21013,6
15008,21019,13
15008,22005,5
15008,22006,6
15008,22010,7
15008,23001,9
15008,23002,45
15008,23009,21
15008,23014,15
15008,23016,98
15008,23017,29
15008,23019,43
15008,23020,9
15008,23021,16
15008,23023,49
15008,23032,55
15008,24018,57
15008,25001,9
15008,25012,9
15008,25016,11
15008,25017,13
15008,25022,79
15008,26001,28
15008,26005,12
15008,26015,15
15008,29001,15
15008,29010,18
15008,29012,96
15008,29024,10
15009,11007,24
15009,13007,129
15009,13010,5
15009,15004,5
15009,15005,53
15009,15006,125
15009,15007,7343
15009,15008,2874
15009,15009,8658
15009,15010,1350
15009,15011,39
15009,15012,254
15009,15013,548
15009,15014,18
15009,15015,66
15009,15016,151
15009,15017,135
15009,15018,15
15009,15019,245
15009,15020,95
15009,15022,15
15009,16001,130
15009,16002,6
15009,16003,414
15009,17001,4
15009,21001,8
15009,21007,107
15009,21008,16
15009,21009,12
15009,21014,9
15009,23001,10
15009,23002,10
15009,23016,20
15009,24015,9
15009,26005,22
15009,26008,11
15009,27006,28
15009,29020,47
15009,29021,57
15010,11001,8
15010,12004,11
15010,13007,194
15010,13008,9
15010,13009,4
15010,13013,4
15010,14001,25
15010,15001,11
15010,15002,50
15010,15003,57
15010,15004,14
15010,15007,9288
15010,15008,3112
15010,15009,2787
15010,15010,11357
15010,15011,68
15010,15012,789
15010,15013,2115
15010,15015,44
15010,15016,273
15010,15017,934
15010,15018,59
15010,15019,442
15010,15020,184
15010,15021,28
15010,16001,18
15010,16003,385
15010,16004,65
15010,17001,6
15010,17002,40
15010,17004,6
15010,17006,26
15010,17007,6
15010,21001,42
15010,21002,129
15010,21005,57
15010,21007,314
15010,21008,55
15010,21009,12
15010,21010,40
15010,21015,6
15010,21017,30
15010,21019,59
15010,22002,39
15010,22003,57
15010,22004,11
15010,22006,19
15010,22014,8
15010,22015,8
15010,23001,154
15010,23003,4
15010,23008,44
15010,23009,34
15010,23010,48
15010,23011,17
15010,23014,12
15010,23016,104
15010,23021,6
15010,23022,12
15010,25010,5
15010,25013,21
15010,25014,2
15010,25017,21
15010,26001,11
15010,26003,14
15010,26006,29
15010,26008,33
15010,26014,12
15010,26018,9
15010,28011,58
15010,29001,52
15010,29031,65
15011,11001,12
15011,13008,20
15011,13010,61
15011,14001,24
15011,15001,22
15011,15002,30
15011,15003,56
15011,15004,90
15011,15005,396
15011,15006,314
15011,15007,9303
15011,15008,452
15011,15009,136
15011,15010,98
15011,15011,7262
15011,15012,877
15011,15013,64
15011,15015,34
15011,15016,2825
15011,15017,13
15011,15018,10
15011,15019,108
15011,15020,174
15011,15021,31
15011,16001,67
15011,16003,383
15011,16004,46
15011,17001,9
15011,17004,3
15011,21001,5
15011,21007,3
15011,21013,9
15011,21015,9
15011,21017,11
15011,21019,8
15011,22013,12
15011,23009,40
15011,23016,93
15011,26018,32
15011,29020,12
15011,29032,18
15012,11003,5
15012,11004,5
15012,13008,69
15012,13009,11
15012,14001,79
15012,14002,15
15012,14003,17
15012,14004,131
15012,15001,11
15012,15002,80
15012,15003,10
15012,15004,40
15012,15005,13
15012,15006,38
15012,15007,4763
15012,15008,1334
15012,15009,186
15012,15010,591
15012,15011,1216
15012,15012,10662
15012,15013,1750
15012,15014,46
15012,15015,441
15012,15016,916
15012,15017,1001
15012,15018,232
15012,15019,706
15012,15020,436
15012,15021,99
15012,15022,65
15012,16002,14
15012,16003,201
15012,16004,10
15012,17001,55
15012,17002,31
15012,17004,6
15012,17005,15
15012,17006,57
15012,17008,21
15012,21001,15
15012,21002,32
15012,21003,17
15012,21005,86
15012,21007,233
15012,21008,178
15012,21009,318
15012,21010,31
15012,21013,26
15012,21014,5
15012,21017,5
15012,21018,50
15012,21019,10
15012,21021,5
15012,22001,102
15012,22003,91
15012,23009,7
15012,23016,26
15012,23021,62
15012,23033,42
15012,24001,33
15012,24018,29
15012,26006,34
15012,26011,8
15012,27012,10
15012,29020,5
15012,29031,5
15012,29032,19
15013,11001,11
15013,11004,10
15013,12004,25
15013,13007,208
15013,13010,55
15013,14003,38
15013,14004,9
15013,15001,8
15013,15002,31
15013,15005,13
15013,15006,63
15013,15007,7821
15013,15008,3365
15013,15009,1786
15013,15010,2834
15013,15011,196
15013,15012,2003
15013,15013,18586
