origin,destination,count
3101201,3103603,11
3101201,3104908,43
3101201,3106903,6
3101201,3107505,3
3101201,3109709,23
3101201,3114105,11
3101201,3114808,18
3101201,3115508,14
3101201,3117009,4
3101201,3120805,48
3101201,3133105,14
3101201,3134509,7
3101201,3136702,78
3101201,3138203,7
3101201,3138500,12
3101201,3138609,14
3101201,3139102,6
3101201,3141900,5
3101201,3149101,4
3101201,3152501,10
3101201,3152600,10
3101201,3163706,19
3101201,3164902,4
3101201,3165206,11
3101201,3167004,24
3101201,3169307,21
3101201,3170701,31
3101300,3101201,3
3101300,3121258,3
3101300,3133006,118
3101300,3133105,5
3101300,3137502,15
3101300,3143906,13
3101300,3147600,10
3101300,3151800,24
3101300,3170206,112
3101409,3117108,10
3101409,3134905,10
3101409,3144409,3
3101409,3169059,7
3101508,3106200,104
3101508,3106903,17
3101508,3113305,22
3101508,3115706,11
3101508,3116209,15
3101508,3124609,17
3101508,3132206,11
3101508,3136702,426
3101508,3138401,35
3101508,3139805,47
3101508,3142205,17
3101508,3143906,63
3101508,3145901,39
3101508,3148202,3
3101508,3151107,27
3101508,3151305,4
3101508,3152501,10
3101508,3153509,9
3101508,3154101,16
3101508,3156452,9
3101508,3160009,93
3101508,3161908,6
3101508,3163706,25
3101508,3165602,14
3101508,3171303,35
3101508,3172103,21
3101607,3101904,17
3101607,3102001,119
3101607,3104106,6
3101607,3104304,194
3101607,3105608,12
3101607,3106200,188
3101607,3106705,33
3101607,3106903,5
3101607,3107109,55
3101607,3108800,4
3101607,3109501,18
3101607,3110301,10
3101607,3110509,15
3101607,3110707,12
3101607,3110905,14
3101607,3111309,112
3101607,3111606,180
3101607,3114402,25
3101607,3114709,10
3101607,3118601,17
3101607,3118700,15
3101607,3118908,5
3101607,3120805,13
3101607,3120870,20
3101607,3121209,5
3101607,3122306,23
3101607,3122405,54
3101607,3123601,15
3101607,3124906,4
3101607,3125101,25
3101607,3125200,124
3101607,3127701,9
3101607,3128303,5
3101607,3130507,22
3101607,3130655,7
3101607,3132404,43
3101607,3133758,16
3101607,3134301,3
3101607,3134707,23
3101607,3134806,4
3101607,3135100,10
3101607,3135209,10
3101607,3136702,25
3101607,3136900,5
3101607,3138203,12
3101607,3138906,4
3101607,3139003,158
3101607,3139904,5
3101607,3141900,2
3101607,3142601,17
3101607,3143005,8
3101607,3143401,29
3101607,3144102,11
3101607,3144508,6
3101607,3144607,32
3101607,3145109,42
3101607,3146008,13
3101607,3146107,7
3101607,3146255,7
3101607,3147204,66
3101607,3147907,138
3101607,3148103,34
3101607,3151206,34
3101607,3151701,5
3101607,3151800,204
3101607,3152501,212
3101607,3152600,3
3101607,3152907,13
3101607,3154200,5
3101607,3159209,6
3101607,3161502,11
3101607,3162005,9
3101607,3162302,16
3101607,3162948,18
3101607,3162955,9
3101607,3163201,6
3101607,3163706,13
3101607,3164407,2
3101607,3164704,11
3101607,3165206,7
3101607,3166808,6
3101607,3166907,72
3101607,3166956,11
3101607,3167707,3
3101607,3168606,10
3101607,3169406,38
3101607,3170107,8
3101607,3170206,57
3101607,3170701,199
3101631,3105608,44
3101631,3113206,84
3101631,3125002,6
3101631,3145703,2
3101631,3150307,5
3101631,3154408,32
3101631,3159407,5
3101631,3166204,31
3101706,3101003,11
3101706,3102704,8
3101706,3103405,33
3101706,3104007,10
3101706,3105202,57
3101706,3106200,760
3101706,3106606,3
3101706,3106705,325
3101706,3109501,5
3101706,3109907,2
3101706,3110004,29
3101706,3114204,23
3101706,3117504,5
3101706,3118007,13
3101706,3118601,365
3101706,3119401,7
3101706,3122306,22
3101706,3122454,102
3101706,3124104,107
3101706,3125606,6
3101706,3125804,2
3101706,3126109,7
3101706,3127701,66
3101706,3128600,8
3101706,3129806,118
3101706,3130101,47
3101706,3130200,17
3101706,3131307,17
3101706,3132206,5
3101706,3132404,10
3101706,3133303,17
3101706,3134004,26
3101706,3134707,86
3101706,3135076,7
3101706,3135803,151
3101706,3136504,44
3101706,3137601,40
3101706,3138302,3
3101706,3138906,8
3101706,3140159,5
3101706,3140555,36
3101706,3140704,7
3101706,3141405,50
3101706,3143302,50
3101706,3144300,12
3101706,3146750,38
3101706,3148707,75
3101706,3152105,35
3101706,3152170,3
3101706,3154606,209
3101706,3155108,23
3101706,3156601,13
3101706,3156700,32
3101706,3157005,11
3101706,3157104,25
3101706,3157658,3
3101706,3157807,6
3101706,3158102,3
3101706,3159357,11
3101706,3159902,6
3101706,3160306,11
3101706,3160603,8
3101706,3164605,2
3101706,3168200,10
3101706,3168606,53
3101706,3168705,13
3101706,3170107,25
3101706,3170206,17
3101706,3171204,83
3101805,3110806,4
3101805,3113404,10
3101805,3122504,7
3101805,3123700,33
3101805,3125804,27
3101805,3127701,200
3101805,3131307,35
3101805,3135076,3
3101805,3140100,3
3101805,3141504,3
3101805,3156700,36
3101805,3160405,58
3101805,3161650,14
3101805,3162609,5
3101805,3163300,2
3101805,3168606,28
3101805,3169505,3
3101904,3101607,42
3101904,3104304,3
3101904,3106200,16
3101904,3107604,25
3101904,3109501,19
3101904,3112802,6
3101904,3114402,100
3101904,3115102,6
3101904,3116407,3
3101904,3125200,3
3101904,3126307,3
3101904,3128105,23
3101904,3129707,4
3101904,3133758,10
3101904,3134806,6
3101904,3136207,21
3101904,3145109,5
3101904,3147907,257
3101904,3157104,4
3101904,3160801,5
3101904,3162203,4
3101904,3162948,155
3101904,3164308,3
3101904,3164704,24
3101904,3170107,9
3102001,3101607,268
3102001,3101904,6
3102001,3102605,10
3102001,3104304,31
3102001,3107604,4
3102001,3108404,6
3102001,3114402,18
3102001,3114709,5
3102001,3117108,104
3102001,3117900,4
3102001,3122405,11
3102001,3125200,2
3102001,3137601,11
3102001,3145109,38
3102001,3151800,23
3102001,3162948,13
3102001,3164704,19
3102001,3169307,16
3102001,3170701,12
3102050,3106200,28
3102050,3110103,3
3102050,3112109,18
3102050,3123528,11
3102050,3124203,174
3102050,3128709,10
3102050,3130556,3
3102050,3131307,9
3102050,3133204,9
3102050,3137700,11
3102050,3139409,19
3102050,3139508,23
3102050,3143906,8
3102050,3144003,8
3102050,3153509,210
3102050,3161403,3
3102050,3161908,6
3102100,3105608,193
3102100,3106200,87
3102100,3106705,30
3102100,3116308,27
3102100,3118304,9
3102100,3121506,27
3102100,3123007,7
3102100,3123304,18
3102100,3129806,6
3102100,3131307,5
3102100,3136702,16
3102100,3138203,10
3102100,3139805,15
3102100,3141603,63
3102100,3149507,4
3102100,3153103,2
3102100,3154309,5
3102100,3154408,3
3102100,3154606,7
3102100,3155207,23
3102100,3157278,4
3102100,3159100,4
3102100,3166204,60
3102100,3167301,15
3102100,3167509,3
3102100,3169901,56
3102100,3171303,14
3102209,3106200,83
3102209,3118403,58
3102209,3118601,63
3102209,3122108,3
3102209,3125101,19
3102209,3127305,11
3102209,3127370,8
3102209,3127701,9
3102209,3130903,81
3102209,3131208,5
3102209,3131307,28
3102209,3131802,5
3102209,3139409,43
3102209,3141504,3
3102209,3144805,10
3102209,3151909,8
3102209,3152006,14
3102209,3154606,43
3102209,3157807,16
3102209,3159506,9
3102209,3160959,15
3102209,3163003,3
3102209,3164472,35
3102209,3168051,4
3102209,3168408,37
3102209,3170057,15
3102308,3103207,6
3102308,3105400,8
3102308,3105707,16
3102308,3106002,6
3102308,3106200,210
3102308,3106705,10
3102308,3110004,12
3102308,3115359,34
3102308,3118601,91
3102308,3119401,17
3102308,3122702,62
3102308,3124104,19
3102308,3124500,5
3102308,3126000,1
3102308,3130101,42
3102308,3131158,5
3102308,3131307,20
3102308,3131901,14
3102308,3132404,64
3102308,3136207,209
3102308,3136652,8
3102308,3137601,9
3102308,3138609,5
3102308,3140001,162
3102308,3141108,10
3102308,3144706,19
3102308,3145901,12
3102308,3152105,44
3102308,3155702,122
3102308,3155801,9
3102308,3156700,8
3102308,3157203,99
3102308,3157807,18
3102308,3158953,9
3102308,3161007,21
3102308,3161908,7
3102308,3163409,2
3102308,3164001,5
3102308,3165560,15
3102308,3168408,4
3102308,3168705,28
3102308,3170206,25
3102407,3104502,5
3102407,3106200,22
3102407,3110103,3
3102407,3113305,15
3102407,3117504,34
3102407,3118106,3
3102407,3124203,37
3102407,3127057,4
3102407,3137601,16
3102407,3140530,2
3102407,3142106,5
3102407,3143302,9
3102407,3149002,2
3102407,3153301,5
3102407,3156809,5
3102407,3160207,10
3102407,3162955,4
3102407,3167103,32
3102506,3100302,4
3102506,3106200,112
3102506,3122702,10
3102506,3145851,27
3102506,3148806,20
3102506,3150208,1
3102506,3150802,16
3102506,3152105,162
3102506,3168507,37
3102506,3171303,29
3102605,3101409,39
3102605,3101607,18
3102605,3102001,15
3102605,3104007,11
3102605,3104304,16
3102605,3108404,10
3102605,3110301,15
3102605,3111002,15
3102605,3115102,5
3102605,3117702,6
3102605,3117900,21
3102605,3119500,13
3102605,3120805,15
3102605,3129905,126
3102605,3132404,22
3102605,3134905,30
3102605,3143401,44
3102605,3144102,80
3102605,3146008,35
3102605,3151701,9
3102605,3151800,258
3102605,3152501,26
3102605,3159209,17
3102605,3159605,10
3102605,3162104,14
3102605,3162948,6
3102605,3169307,29
3102605,3171600,18
3102704,3101003,8
3102704,3101706,11
3102704,3106200,203
3102704,3106705,18
3102704,3109907,32
3102704,3112406,6
3102704,3117009,5
3102704,3118601,26
3102704,3120870,99
3102704,3122355,14
3102704,3122454,10
3102704,3127701,21
3102704,3135704,3
3102704,3141405,5
3102704,3143104,12
3102704,3143153,3
3102704,3143302,13
3102704,3145208,18
3102704,3148103,11
3102704,3148707,24
3102704,3151800,14
3102704,3157005,26
3102704,3157377,27
3102704,3167202,55
3102704,3168002,9
3102803,3103603,9
3102803,3106200,35
3102803,3114600,7
3102803,3115201,3
3102803,3136702,141
3102803,3138203,29
3102803,3138500,16
3102803,3138609,39
3102803,3139102,15
3102803,3141900,5
3102803,3144607,10
3102803,3150307,11
3102803,3151800,13
3102803,3158706,16
3102803,3159308,2
3102803,3162005,89
3102803,3162906,15
3102803,3163706,11
3102803,3165008,12
3102803,3165206,4
3102803,3165305,57
3102803,3167004,25
3102852,3100609,6
3102852,3104452,10
3102852,3106200,24
3102852,3112307,62
3102852,3129905,6
3102852,3139201,6
3102852,3141801,55
3102852,3144706,41
3102852,3144805,13
3102852,3145208,246
3102902,3105608,336
3102902,3106200,50
3102902,3116308,3
3102902,3123007,7
3102902,3123908,5
3102902,3129400,19
3102902,3136702,247
3102902,3139102,16
3102902,3145703,3
3102902,3145901,67
3102902,3154408,11
3102902,3159407,19
3102902,3160702,20
3103009,3102308,5
3103009,3106200,27
3103009,3106309,14
3103009,3106705,19
3103009,3107703,3
3103009,3119401,230
3103009,3121100,13
3103009,3127701,41
3103009,3131158,30
3103009,3131307,73
3103009,3131703,21
3103009,3135001,10
3103009,3136207,68
3103009,3140308,10
3103009,3144359,23
3103009,3144706,32
3103009,3145901,12
3103009,3154606,9
3103009,3155702,3
3103009,3158003,23
3103009,3161007,5
3103009,3163409,7
3103009,3168705,126
3103108,3124203,9
3103108,3124906,49
3103108,3142106,33
3103108,3143906,10
3103108,3148202,3
3103108,3169208,20
3103207,3104304,4
3103207,3109600,3
3103207,3118908,47
3103207,3120904,42
3103207,3121803,5
3103207,3126406,6
3103207,3127107,12
3103207,3127206,9
3103207,3131000,8
3103207,3147402,6
3103207,3153301,2
3103207,3158508,4
3103207,3159803,9
3103207,3162005,8
3103207,3167202,210
3103207,3168606,21
3103207,3169109,3
3103207,3170404,9
3103306,3128402,5
3103306,3136702,41
3103306,3145703,2
3103306,3146602,6
3103306,3151305,4
3103306,3160702,9
3103405,3100906,4
3103405,3104502,5
3103405,3105202,3
3103405,3105905,1
3103405,3106200,441
3103405,3106507,6
3103405,3106705,65
3103405,3107505,3
3103405,3107604,2
3103405,3108552,6
3103405,3113008,46
3103405,3115300,50
3103405,3116100,8
3103405,3117504,12
3103405,3118601,195
3103405,3119500,6
3103405,3120904,24
3103405,3122108,3
3103405,3126505,39
3103405,3126752,3
3103405,3127008,14
3103405,3127107,10
3103405,3127701,24
3103405,3127800,6
3103405,3128253,6
3103405,3129509,9
3103405,3129806,12
3103405,3129905,10
3103405,3131901,9
3103405,3133303,16
3103405,3133709,6
3103405,3134004,29
3103405,3134608,18
3103405,3135456,43
3103405,3135704,5
3103405,3138351,9
3103405,3138682,3
3103405,3140704,55
3103405,3141108,12
3103405,3143302,59
3103405,3144300,19
3103405,3145109,9
3103405,3145208,9
3103405,3145307,6
3103405,3146305,71
3103405,3147105,11
3103405,3148608,5
3103405,3150703,10
3103405,3152170,5
3103405,3154804,11
3103405,3155108,6
3103405,3156700,12
3103405,3157807,21
3103405,3159357,3
3103405,3162922,12
3103405,3167707,4
3103405,3168200,3
3103405,3168606,117
3103405,3169703,10
3103405,3170438,4
3103405,3171204,45
3103405,3171600,44
3103504,3100104,12
3103504,3104007,65
3103504,3106705,10
3103504,3108552,6
3103504,3110905,5
3103504,3111507,10
3103504,3114303,22
3103504,3115003,161
3103504,3118007,7
3103504,3118601,62
3103504,3119302,13
3103504,3120904,8
3103504,3123502,1
3103504,3124807,62
3103504,3125705,19
3103504,3127073,9
3103504,3127909,10
3103504,3128907,13
3103504,3129806,36
3103504,3130705,72
3103504,3131901,22
3103504,3132107,5
3103504,3134202,115
3103504,3136207,21
3103504,3137106,2
3103504,3137502,6
3103504,3140704,10
3103504,3142809,33
3103504,3143104,94
3103504,3143302,21
3103504,3145000,11
3103504,3145802,4
3103504,3147006,34
3103504,3148103,67
3103504,3149200,3
3103504,3149804,4
3103504,3150703,3
3103504,3153004,2
3103504,3154606,7
3103504,3156403,8
3103504,3156908,34
3103504,3157807,10
3103504,3159803,8
3103504,3167202,49
3103504,3169604,135
3103504,3170107,215
3103504,3170206,1581
3103504,3170404,18
3103504,3171006,28
3103603,3102803,20
3103603,3107208,3
3103603,3107505,7
3103603,3133808,19
3103603,3138500,8
3103603,3154705,6
3103603,3165305,18
3103603,3166402,3
3103702,3110202,16
3103702,3111705,66
3103702,3116704,14
3103702,3124005,29
3103702,3126208,7
3103702,3132404,9
3103702,3135506,19
3103702,3136207,22
3103702,3139409,12
3103702,3148806,4
3103702,3154606,22
3103702,3156304,6
3103702,3160108,3
3103702,3163805,3
3103702,3164431,13
3103702,3166303,14
3103702,3168507,11
3103702,3169505,3
3103702,3171303,110
3103702,3172004,12
3103751,3108503,6
3103751,3108602,15
3103751,3111101,5
3103751,3111408,3
3103751,3111804,4
3103751,3112604,9
3103751,3115805,34
3103751,3134202,57
3103751,3159803,10
3103751,3166808,3
3103801,3114303,119
3103801,3118601,17
3103801,3148004,12
3103801,3155504,25
3103801,3162104,30
3103801,3168903,6
3103801,3170206,45
3103900,3106200,14
3103900,3107406,63
3103900,3111150,13
3103900,3111200,22
3103900,3122306,11
3103900,3138302,5
3103900,3142403,22
3103900,3145208,12
3103900,3147105,17
3103900,3148905,5
3103900,3149705,40
3103900,3155306,3
3103900,3155702,6
3103900,3160405,62
3103900,3161809,9
3103900,3169703,27
3104007,3100708,4
3104007,3104205,8
3104007,3105103,23
3104007,3106200,451
3104007,3106705,10
3104007,3107406,39
3104007,3109105,9
3104007,3109402,12
3104007,3109808,3
3104007,3111507,19
3104007,3112505,10
3104007,3113701,22
3104007,3114303,23
3104007,3117306,27
3104007,3117603,3
3104007,3118601,69
3104007,3119807,9
3104007,3120201,5
3104007,3120706,20
3104007,3122306,20
3104007,3123205,10
3104007,3126208,4
3104007,3128907,3
3104007,3129509,341
3104007,3129608,12
3104007,3131307,46
3104007,3131703,27
3104007,3133204,9
3104007,3133758,4
3104007,3133808,12
3104007,3134202,136
3104007,3134301,4
3104007,3134400,12
3104007,3135803,11
3104007,3136207,8
3104007,3136306,10
3104007,3137106,12
3104007,3137205,18
3104007,3137502,23
3104007,3138401,35
3104007,3138807,27
3104007,3144805,16
3104007,3145000,21
3104007,3147006,170
3104007,3147907,29
3104007,3148004,72
3104007,3148103,134
3104007,3149200,22
3104007,3149804,372
3104007,3150703,15
3104007,3151206,11
3104007,3151503,9
3104007,3151800,43
3104007,3152105,8
3104007,3153004,32
3104007,3153202,3
3104007,3153400,13
3104007,3153707,8
3104007,3155504,15
3104007,3156908,84
3104007,3157708,91
3104007,3157807,21
3104007,3159704,2
3104007,3161908,5
3104007,3162104,65
3104007,3162401,13
3104007,3162500,8
3104007,3164308,19
3104007,3165537,10
3104007,3166808,49
3104007,3167202,38
3104007,3168101,133
3104007,3169703,12
3104007,3170107,1059
3104007,3170206,520
3104007,3170404,10
3104007,3171006,21
3104007,3171105,19
3104106,3128303,58
3104106,3136900,44
3104106,3143203,28
3104106,3163904,7
3104205,3100104,2
3104205,3100203,24
3104205,3102803,5
3104205,3104007,9
3104205,3105103,21
3104205,3106200,295
3104205,3106705,23
3104205,3107406,31
3104205,3111200,31
3104205,3112000,21
3104205,3115102,5
3104205,3118601,19
3104205,3119401,7
3104205,3119955,12
3104205,3122306,177
3104205,3122470,2
3104205,3124104,9
3104205,3126109,225
3104205,3128709,9
3104205,3130309,74
3104205,3130408,11
3104205,3131307,23
3104205,3131802,9
3104205,3131901,14
3104205,3133808,16
3104205,3134608,5
3104205,3134806,12
3104205,3135308,86
3104205,3137205,183
3104205,3137304,6
3104205,3138807,5
3104205,3139102,11
3104205,3140852,4
3104205,3141108,12
3104205,3141306,10
3104205,3144102,31
3104205,3144607,11
3104205,3145208,12
3104205,3145604,9
3104205,3145901,80
3104205,3146503,51
3104205,3148004,14
3104205,3148905,14
3104205,3149309,66
3104205,3153707,9
3104205,3157906,5
3104205,3158805,6
3104205,3160405,35
3104205,3161809,10
3104205,3162203,3
3104205,3164605,3
3104205,3167202,11
3104205,3168101,5
3104205,3169356,10
3104205,3170107,16
3104205,3170206,21
3104205,3170404,19
3104205,3170701,11
3104304,3101607,161
3104304,3102001,91
3104304,3109501,19
3104304,3110905,3
3104304,3111309,4
3104304,3114402,11
3104304,3117108,9
3104304,3119302,10
3104304,3122405,20
3104304,3125200,5
3104304,3128303,5
3104304,3128709,18
3104304,3130507,4
3104304,3134905,11
3104304,3139003,59
3104304,3143005,17
3104304,3146008,18
3104304,3151800,64
3104304,3159209,5
3104304,3159605,15
3104304,3163904,4
3104304,3164704,24
3104403,3101508,21
3104403,3104007,33
3104403,3106903,5
3104403,3124005,12
3104403,3128402,19
3104403,3136702,70
3104403,3138401,21
3104403,3140209,12
3104403,3160009,12
3104403,3162906,16
3104403,3165602,2
3104452,3106200,20
3104452,3109006,18
3104452,3112307,49
3104452,3126950,7
3104452,3129806,11
3104452,3131901,21
3104452,3132503,16
3104452,3145208,12
3104452,3164506,4
3104452,3168606,11
3104502,3107406,9
3104502,3108206,13
3104502,3109303,242
3104502,3109451,2
3104502,3114303,14
3104502,3116159,58
3104502,3122306,11
3104502,3122470,21
3104502,3126208,6
3104502,3126307,6
3104502,3128600,9
3104502,3128907,3
3104502,3129608,8
3104502,3131604,3
3104502,3135209,10
3104502,3137536,45
3104502,3139300,12
3104502,3144375,3
3104502,3147006,51
3104502,3148004,19
3104502,3152006,16
3104502,3153400,5
3104502,3153707,6
3104502,3154457,38
3104502,3157807,31
3104502,3159803,6
3104502,3164209,11
3104502,3170404,76
3104502,3170479,46
3104502,3170529,87
3104502,3171204,13
3104601,3106200,51
3104601,3115300,129
3104601,3121308,3
3104601,3122900,85
3104601,3128402,30
3104601,3128808,7
3104601,3136702,117
3104601,3138005,3
3104601,3138609,6
3104601,3141603,26
3104601,3142205,5
3104601,3143906,12
3104601,3146602,3
3104601,3151107,6
3104601,3151305,11
3104601,3155405,9
3104601,3156304,32
3104601,3158409,11
3104601,3169000,10
3104601,3169901,97
3104601,3171303,9
3104700,3102050,9
3104700,3106200,70
3104700,3106705,11
3104700,3110806,4
3104700,3113701,81
3104700,3122108,4
3104700,3124104,8
3104700,3126802,28
3104700,3126901,5
3104700,3127701,161
3104700,3129806,17
3104700,3131802,108
3104700,3135456,9
3104700,3137601,10
3104700,3139607,24
3104700,3140704,1
3104700,3141900,1
3104700,3143708,3
3104700,3144672,11
3104700,3144805,10
3104700,3145307,13
3104700,3146206,52
3104700,3146305,22
3104700,3150000,16
3104700,3154309,16
3104700,3154606,24
3104700,3156700,14
3104700,3157807,24
3104700,3162955,12
3104700,3163300,36
3104700,3168606,149
3104700,3169505,8
3104700,3171204,4
3104700,3171303,25
3104809,3100203,9
3104809,3103207,14
3104809,3106200,30
3104809,3106705,114
3104809,3109204,44
3104809,3109907,5
3104809,3111200,13
3104809,3119104,11
3104809,3120904,81
3104809,3135605,4
3104809,3138104,3
3104809,3141108,26
3104809,3145208,12
3104809,3147105,27
3104809,3147402,107
3104809,3157807,19
3104809,3160603,6
3104809,3167202,146
3104809,3169356,54
3104809,3170206,18
3104908,3101201,25
3104908,3101300,10
3104908,3101508,28
3104908,3107901,5
3104908,3110905,6
3104908,3114808,3
3104908,3115508,169
3104908,3117702,11
3104908,3117900,18
3104908,3119005,4
3104908,3120805,90
3104908,3127404,16
3104908,3128709,28
3104908,3132404,10
3104908,3133006,26
3104908,3133105,5
3104908,3136702,30
3104908,3137809,6
3104908,3138708,2
3104908,3141900,8
