1,175267
2,298301
3,195666
4,668380
5,989207
6,1030321
7,511817
8,415440
9,1000817
10,918208
11,599628
12,400824
13,1713624
14,1395771
15,354113
16,1197328
17,918068
18,275737
19,1602301
20,410703
21,603618
22,180714
23,126830
24,906393
25,4219757
26,395099
27,281725
