iata,city,state,latitude,longitude,cod_meso,meso,cod_micro,micro,saldo_data_fixa,output_data_fixa,input_data_fixa,rate_ue,output_ue,input_ue
3102308,Alvinópolis,MG,-20.106667,-43.048889,3107,Metropolitana de Belo Horizonte,31031,Itabira,-105,172,67,-128,213,85
3102407,Alvorada de Minas,MG,-18.736111,-43.365276,3107,Metropolitana de Belo Horizonte,31028,Conceição do Mato Dentro,-217,400,183,-215,418,203
3102506,Amparo do Serra,MG,-20.507223,-42.802498,3112,Zona da Mata,31062,Viçosa,135,795,930,93,923,1016
3102605,Andradas,MG,-22.068056,-46.569164,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,-259,558,299,-357,673,316
3102803,Andrelândia,MG,-21.739723,-44.309166,3110,Sul/Sudoeste de Minas,31055,Andrelândia,-47,449,402,-60,564,504
3102852,Angelândia,MG,-17.602222,-42.162502,3103,Jequitinhonha,31011,Capelinha,55,374,429,93,469,562
3102902,Antônio Carlos,MG,-21.318056,-43.746666,3111,Campo das Vertentes,31059,Barbacena,1,590,591,-65,803,738
3103009,Antônio Dias,MG,-19.652777,-42.872219,3108,Vale do Rio Doce,31039,Ipatinga,-341,739,398,-323,804,481
3103108,Antônio Prado de Minas,MG,-21.016111,-42.109444,3112,Zona da Mata,31063,Muriaé,-40,107,67,-7,124,117
3103207,Araçaí,MG,-19.19861,-44.248055,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,-4,317,313,-62,408,346
3103306,Aracitaba,MG,-21.342501,-43.37833,3112,Zona da Mata,31065,Juiz de Fora,44,34,78,15,67,82
3103405,Araçuaí,MG,-16.849722,-42.070278,3103,Jequitinhonha,31012,Araçuaí,-441,1346,905,-708,1714,1006
3103504,Araguari,MG,-18.647223,-48.187222,3105,Triângulo Mineiro/Alto Paranaíba,31018,Uberlândia,84,2751,2835,230,3153,3383
3103603,Arantina,MG,-21.91111,-44.255833,3110,Sul/Sudoeste de Minas,31055,Andrelândia,14,68,82,3,84,87
3103702,Araponga,MG,-20.666666,-42.520832,3112,Zona da Mata,31062,Viçosa,-59,344,285,-95,395,300
3103751,Araporã,MG,-18.43611,-49.185001,3105,Triângulo Mineiro/Alto Paranaíba,31018,Uberlândia,167,105,272,141,146,287
3103801,Arapuá,MG,-19.033888,-46.155556,3105,Triângulo Mineiro/Alto Paranaíba,31020,Patos de Minas,-40,218,178,-63,254,191
3103900,Araújos,MG,-19.948055,-45.165558,3106,Central Mineira,31026,Bom Despacho,757,225,982,756,331,1087
3104007,Araxá,MG,-19.593334,-46.940556,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,-347,3755,3408,-533,4722,4189
3104106,Arceburgo,MG,-21.364166,-46.940002,3110,Sul/Sudoeste de Minas,31048,São Sebastião do Paraíso,68,148,216,112,137,249
3104205,Arcos,MG,-20.281944,-45.539444,3109,Oeste de Minas,31044,Formiga,527,1411,1938,721,1860,2581
3104304,Areado,MG,-21.358612,-46.145557,3110,Sul/Sudoeste de Minas,31049,Alfenas,311,471,782,236,577,813
3104403,Argirita,MG,-21.610001,-42.836109,3112,Zona da Mata,31066,Cataguases,7,182,189,-22,223,201
3104452,Aricanduva,MG,-17.867222,-42.556942,3103,Jequitinhonha,31011,Capelinha,149,187,336,189,169,358
3104502,Arinos,MG,-15.916945,-46.105553,3101,Noroeste de Minas,31001,Unaí,18,880,898,203,880,1083
3104601,Astolfo Dutra,MG,-21.315277,-42.862221,3112,Zona da Mata,31064,Ubá,51,528,579,35,662,697
3104700,Ataléia,MG,-18.043612,-41.109997,3104,Vale do Mucuri,31015,Teófilo Otoni,-375,791,416,-510,990,480
3104809,Augusto de Lima,MG,-18.109167,-44.266945,3106,Central Mineira,31025,Curvelo,-630,820,190,-500,743,243
3104908,Baependi,MG,-21.958889,-44.890003,3110,Sul/Sudoeste de Minas,31054,São Lourenço,-201,532,331,-244,652,408
3105004,Baldim,MG,-19.288332,-43.956944,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,61,501,562,-10,694,684
3105103,Bambuí,MG,-20.00639,-45.976944,3109,Oeste de Minas,31042,Piuí,454,1064,1518,500,1215,1715
3105202,Bandeira,MG,-15.884722,-40.559444,3103,Jequitinhonha,31014,Almenara,-207,340,133,-234,375,141
3105301,Bandeira do Sul,MG,-21.728056,-46.385834,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,61,374,435,89,387,476
3105400,Barão de Cocais,MG,-19.945833,-43.487221,3107,Metropolitana de Belo Horizonte,31031,Itabira,1048,1214,2262,973,1435,2408
3105509,Barão de Monte Alto,MG,-21.245001,-42.237499,3112,Zona da Mata,31063,Muriaé,-183,258,75,-234,321,87
3105608,Barbacena,MG,-21.225834,-43.773609,3111,Campo das Vertentes,31059,Barbacena,-798,4872,4074,-757,5434,4677
3105707,Barra Longa,MG,-20.282778,-43.041111,3112,Zona da Mata,31060,Ponte Nova,-343,467,124,-414,563,149
3105905,Barroso,MG,-21.186943,-43.975834,3111,Campo das Vertentes,31059,Barbacena,-521,921,400,-357,871,514
3106002,Bela Vista de Minas,MG,-19.830278,-43.09111,3107,Metropolitana de Belo Horizonte,31031,Itabira,139,440,579,71,552,623
3106101,Belmiro Braga,MG,-21.94861,-43.415001,3112,Zona da Mata,31065,Juiz de Fora,-200,335,135,-153,304,151
3106200,Belo Horizonte,MG,-19.920834,-43.937778,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,-88236,169803,81567,-91048,188261,97213
3106309,Belo Oriente,MG,-19.220001,-42.483612,3108,Vale do Rio Doce,31039,Ipatinga,602,1112,1714,478,1389,1867
3106408,Belo Vale,MG,-20.407778,-44.024445,3107,Metropolitana de Belo Horizonte,31032,Itaguara,9,369,378,-42,484,442
3106507,Berilo,MG,-16.951668,-42.465557,3103,Jequitinhonha,31011,Capelinha,-403,505,102,-390,535,145
3106655,Berizal,MG,-15.613334,-41.744999,3102,Norte de Minas,31005,Salinas,-111,249,138,-49,218,169
3106606,Bertópolis,MG,-17.063055,-40.574444,3104,Vale do Mucuri,31016,Nanuque,-49,156,107,-24,170,146
3106705,Betim,MG,-19.967779,-44.198334,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,17295,14628,31923,21125,15274,36399
3106804,Bias Fortes,MG,-21.606112,-43.756943,3112,Zona da Mata,31065,Juiz de Fora,-110,244,134,-154,298,144
3106903,Bicas,MG,-21.725279,-43.059444,3112,Zona da Mata,31065,Juiz de Fora,-183,872,689,-523,1262,739
3107000,Biquinhas,MG,-18.782778,-45.502224,3106,Central Mineira,31024,Três Marias,-121,258,137,-90,236,146
3107109,Boa Esperança,MG,-21.09,-45.565834,3110,Sul/Sudoeste de Minas,31050,Varginha,-1404,2383,979,-1410,2622,1212
3107208,Bocaina de Minas,MG,-22.1675,-44.394726,3110,Sul/Sudoeste de Minas,31055,Andrelândia,-160,188,28,-118,153,35
3107307,Bocaiúva,MG,-17.107779,-43.814999,3102,Norte de Minas,31009,Bocaiúva,-1316,2638,1322,-1657,3408,1751
3107406,Bom Despacho,MG,-19.736389,-45.252224,3106,Central Mineira,31026,Bom Despacho,144,2435,2579,-302,3290,2988
3107505,Bom Jardim de Minas,MG,-21.947222,-44.191113,3110,Sul/Sudoeste de Minas,31055,Andrelândia,-161,319,158,-187,350,163
3107604,Bom Jesus da Penha,MG,-21.016945,-46.522499,3110,Sul/Sudoeste de Minas,31047,Passos,46,215,261,31,305,336
3107703,Bom Jesus do Amparo,MG,-19.703611,-43.47361,3107,Metropolitana de Belo Horizonte,31031,Itabira,59,335,394,21,424,445
3107802,Bom Jesus do Galho,MG,-19.82889,-42.316109,3108,Vale do Rio Doce,31040,Caratinga,71,1100,1171,-93,1460,1367
3107901,Bom Repouso,MG,-22.471111,-46145,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,-68,333,265,-103,407,304
3108008,Bom Sucesso,MG,-21.033054,-44.758057,3109,Oeste de Minas,31046,Oliveira,-964,1374,410,-997,1495,498
3108107,Bonfim,MG,-20.326668,-44.238613,3107,Metropolitana de Belo Horizonte,31032,Itaguara,209,229,438,26,454,480
3108206,Bonfinópolis de Minas,MG,-16.567501,-45.990002,3101,Noroeste de Minas,31001,Unaí,-406,699,293,-474,817,343
3108255,Bonito de Minas,MG,-15.323334,-44.754444,3102,Norte de Minas,31003,Januária,109,226,335,104,292,396
3108305,Borda da Mata,MG,-22.274166,-46.165279,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,17,528,545,-76,732,656
3108404,Botelhos,MG,-21.633333,-46395,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,68,436,504,-110,641,531
3108503,Botumirim,MG,-16.872223,-43.010834,3102,Norte de Minas,31008,Grão Mogol,-277,434,157,-291,476,185
3108701,Brás Pires,MG,-20.920555,-43.242222,3112,Zona da Mata,31062,Viçosa,74,848,922,65,1031,1096
3108552,Brasilândia de Minas,MG,-17.009722,-46.009445,3101,Noroeste de Minas,31002,Paracatu,-1178,2130,952,-1323,2506,1183
3108602,Brasília de Minas,MG,-16.20639,-44.433334,3102,Norte de Minas,31007,Montes Claros,-78,213,135,-145,294,149
3108909,Brasópolis,MG,-22.473612,-45.607498,3110,Sul/Sudoeste de Minas,31056,Itajubá,-189,337,148,-186,400,214
3108800,Braúnas,MG,-19.055832,-42.715557,3108,Vale do Rio Doce,31035,Guanhães,-546,804,258,-432,829,397
3109006,Brumadinho,MG,-20.143333,-44.199722,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,1998,1641,3639,2326,1856,4182
3109105,Bueno Brandão,MG,-22.440832,-46.35083,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,-83,315,232,-163,421,258
3109204,Buenópolis,MG,-17.873333,-44.18,3106,Central Mineira,31025,Curvelo,-32,590,558,-223,987,764
3109253,Bugre,MG,-19.426111,-42.244446,3108,Vale do Rio Doce,31040,Caratinga,108,159,267,7,259,266
3109303,Buritis,MG,-15.617778,-46.423336,3101,Noroeste de Minas,31001,Unaí,268,762,1030,402,818,1220
3109402,Buritizeiro,MG,-17.351112,-44.962223,3102,Norte de Minas,31006,Pirapora,-744,1716,972,-539,1841,1302
3109451,Cabeceira Grande,MG,-16.029722,-47.090553,3101,Noroeste de Minas,31001,Unaí,301,64,365,328,74,402
3109501,Cabo Verde,MG,-21.471945,-46.396114,3110,Sul/Sudoeste de Minas,31048,São Sebastião do Paraíso,133,674,807,334,754,1088
3109600,Cachoeira da Prata,MG,-19.524721,-44.453613,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,-307,375,68,-166,347,181
3109709,Cachoeira de Minas,MG,-22355,-45.778889,3110,Sul/Sudoeste de Minas,31053,Santa Rita do Sapucaí,103,407,510,105,530,635
3102704,Cachoeira de Pajeú,MG,-15.966111,-41.498055,3103,Jequitinhonha,31013,Pedra Azul,60,105,165,35,113,148
3109808,Cachoeira Dourada,MG,-18.514999,-49.501389,3105,Triângulo Mineiro/Alto Paranaíba,31017,Ituiutaba,361,756,1117,425,751,1176
3109907,Caetanópolis,MG,-19.295277,-44.418613,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,-354,1943,1589,-530,2298,1768
3110004,Caeté,MG,-19.880001,-43.669724,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,291,81,372,216,224,440
3110103,Caiana,MG,-20.695555,-41.925003,3112,Zona da Mata,31063,Muriaé,61,174,235,-20,258,238
3110202,Cajuri,MG,-20.790556,-42.796665,3112,Zona da Mata,31062,Viçosa,-44,785,741,-97,942,845
3110301,Caldas,MG,-21.923611,-46.386112,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,-295,375,80,-372,474,102
3110400,Camacho,MG,-20.625278,-45.15667,3109,Oeste de Minas,31044,Formiga,41,545,586,284,486,770
3110509,Camanducaia,MG,-22.755278,-46.144726,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,505,549,1054,726,694,1420
3110608,Cambuí,MG,-22.612223,-46.057499,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,-22,521,499,-91,614,523
3110707,Cambuquira,MG,-21.852222,-45.295834,3110,Sul/Sudoeste de Minas,31054,São Lourenço,-73,287,214,-85,303,218
3110806,Campanário,MG,-18.238611,-41.748333,3108,Vale do Rio Doce,31037,Governador Valadares,126,523,649,42,691,733
3110905,Campanha,MG,-21.836111,-45.400558,3110,Sul/Sudoeste de Minas,31050,Varginha,-411,1053,642,-479,1190,711
3111002,Campestre,MG,-21.711111,-46.246387,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,-743,1982,1239,-1057,2441,1384
3111101,Campina Verde,MG,-19.535555,-49.486389,3105,Triângulo Mineiro/Alto Paranaíba,31021,Frutal,-152,291,139,-154,319,165
3111150,Campo Azul,MG,-16.503611,-44.810555,3102,Norte de Minas,31007,Montes Claros,-664,1888,1224,-951,2431,1480
3111200,Campo Belo,MG,-20.897223,-45.277222,3109,Oeste de Minas,31045,Campo Belo,-280,474,194,-189,467,278
3111309,Campo do Meio,MG,-21.106667,-45.830276,3110,Sul/Sudoeste de Minas,31050,Varginha,412,441,853,504,467,971
3111408,Campo Florido,MG,-19.760555,-48.57222,3105,Triângulo Mineiro/Alto Paranaíba,31022,Uberaba,-578,1255,677,-744,1471,727
3111507,Campos Altos,MG,-19.69611,-46.171391,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,-380,1355,975,-30,1578,1548
3111606,Campos Gerais,MG,-21.235001,-45.75861,3110,Sul/Sudoeste de Minas,31050,Varginha,-385,613,228,-310,564,254
3111903,Cana Verde,MG,-21.020834,-45.181946,3109,Oeste de Minas,31045,Campo Belo,-229,845,616,-236,981,745
3111705,Canaã,MG,-20.685833,-42.61972,3112,Zona da Mata,31062,Viçosa,-116,317,201,-74,285,211
3111804,Canápolis,MG,-18725,-49.204445,3105,Triângulo Mineiro/Alto Paranaíba,31018,Uberlândia,75,657,732,263,579,842
3112000,Candeias,MG,-20.766945,-45.27639,3109,Oeste de Minas,31045,Campo Belo,189,148,337,183,150,333
3112059,Cantagalo,MG,-18.525833,-42.626942,3108,Vale do Rio Doce,31036,Peçanha,-162,473,311,-192,554,362
3112109,Caparaó,MG,-20.523056,-41.904446,3112,Zona da Mata,31061,Manhuaçu,-202,300,98,-318,454,136
3112208,Capela Nova,MG,-20.923056,-43.617775,3111,Campo das Vertentes,31059,Barbacena,-840,2853,2013,-916,3268,2352
3112307,Capelinha,MG,-17.691387,-42.515835,3103,Jequitinhonha,31011,Capelinha,48,155,203,93,142,235
3112406,Capetinga,MG,-20.616388,-47.053612,3110,Sul/Sudoeste de Minas,31047,Passos,527,333,860,465,425,890
3112505,Capim Branco,MG,-19.548889,-44.116665,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,-714,1205,491,-913,1486,573
3112604,Capinópolis,MG,-18.681944,-49.569721,3105,Triângulo Mineiro/Alto Paranaíba,31017,Ituiutaba,94,267,361,167,222,389
3112653,Capitão Andrade,MG,-19.067501,-41.858055,3108,Vale do Rio Doce,31037,Governador Valadares,-418,1074,656,-785,1517,732
3112703,Capitão Enéas,MG,-16.324446,-43.710556,3102,Norte de Minas,31007,Montes Claros,319,342,661,297,424,721
3112802,Capitólio,MG,-20.615278,-46.049999,3110,Sul/Sudoeste de Minas,31047,Passos,-179,540,361,-330,726,396
3112901,Caputira,MG,-20.171944,-42.270554,3112,Zona da Mata,31061,Manhuaçu,-597,1074,477,-604,1326,722
3113008,Caraí,MG,-17.188889,-41.694725,3103,Jequitinhonha,31012,Araçuaí,-228,363,135,-271,411,140
3113107,Caranaíba,MG,-20.875834,-43.739166,3111,Campo das Vertentes,31059,Barbacena,26,899,925,-44,1084,1040
3113206,Carandaí,MG,-20.953611,-43.806389,3111,Campo das Vertentes,31059,Barbacena,-311,1607,1296,-312,1949,1637
3113305,Carangola,MG,-20.733055,-42.029446,3112,Zona da Mata,31063,Muriaé,-2113,6411,4298,-2823,8008,5185
3113404,Caratinga,MG,-19.789722,-42.139168,3108,Vale do Rio Doce,31040,Caratinga,-88,546,458,-77,545,468
3113503,Carbonita,MG,-17.526945,-43.015835,3103,Jequitinhonha,31011,Capelinha,-83,419,336,-88,457,369
3113602,Careaçu,MG,-22.043055,-45.699169,3110,Sul/Sudoeste de Minas,31053,Santa Rita do Sapucaí,-1054,1474,420,-1276,1813,537
3113701,Carlos Chagas,MG,-17.703056,-40.766388,3104,Vale do Mucuri,31016,Nanuque,-133,226,93,-118,249,131
3113800,Carmésia,MG,-19.08889,-43.14167,3108,Vale do Rio Doce,31035,Guanhães,-253,724,471,-302,967,665
3113909,Carmo da Cachoeira,MG,-21.460835,-45.22361,3110,Sul/Sudoeste de Minas,31050,Varginha,35,505,540,-229,818,589
3114006,Carmo da Mata,MG,-20.557777,-44.870552,3109,Oeste de Minas,31046,Oliveira,-264,653,389,-434,904,470
3114105,Carmo de Minas,MG,-22.122223,-45.129166,3110,Sul/Sudoeste de Minas,31054,São Lourenço,222,534,756,528,652,1180
3114204,Carmo do Cajuru,MG,-20.184166,-44.771111,3109,Oeste de Minas,31043,Divinópolis,-247,1417,1170,-392,1699,1307
3114303,Carmo do Paranaíba,MG,-19.000834,-46.316109,3105,Triângulo Mineiro/Alto Paranaíba,31020,Patos de Minas,-437,1009,572,-278,1039,761
3114402,Carmo do Rio Claro,MG,-20.971945,-46.118889,3110,Sul/Sudoeste de Minas,31049,Alfenas,670,527,1197,553,713,1266
3114501,Carmópolis de Minas,MG,-20.541388,-44.635002,3109,Oeste de Minas,31046,Oliveira,-10,288,278,-150,422,272
3114550,Carneirinho,MG,-19.697498,-50.688057,3105,Triângulo Mineiro/Alto Paranaíba,31021,Frutal,-66,281,215,-47,346,299
3114600,Carrancas,MG,-21.487501,-44.642502,3111,Campo das Vertentes,31057,Lavras,-4,198,194,-35,248,213
3114709,Carvalhópolis,MG,-21.777777,-45.84111,3110,Sul/Sudoeste de Minas,31049,Alfenas,-157,209,52,-119,206,87
3114808,Carvalhos,MG,-22.001112,-44.461391,3110,Sul/Sudoeste de Minas,31055,Andrelândia,-86,158,72,-108,184,76
3114907,Casa Grande,MG,-20.792778,-43.930279,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,160,242,402,104,298,402
3115003,Cascalho Rico,MG,-18.576389,-47.87722,3105,Triângulo Mineiro/Alto Paranaíba,31018,Uberlândia,72,516,588,57,571,628
3115102,Cássia,MG,-20.583055,-46.921947,3110,Sul/Sudoeste de Minas,31047,Passos,0,147,147,-33,223,190
3115300,Cataguases,MG,-21.389166,-42.696667,3112,Zona da Mata,31066,Cataguases,-385,2130,1745,-228,2467,2239
3115359,Catas Altas,MG,-20.074722,-43.407501,3107,Metropolitana de Belo Horizonte,31031,Itabira,-252,571,319,-281,636,355
3115409,Catas Altas da Noruega,MG,-20.689999,-43.497501,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,-128,254,126,-113,237,124
3115458,Catuji,MG,-17.299444,-41.516945,3104,Vale do Mucuri,31015,Teófilo Otoni,-491,773,282,-455,814,359
3115474,Catuti,MG,-15.358334,-42.96278,3102,Norte de Minas,31004,Janaúba,27,177,204,-1,240,239
3115508,Caxambu,MG,-21.977222,-44.932503,3110,Sul/Sudoeste de Minas,31054,São Lourenço,-777,1426,649,-880,1638,758
3115607,Cedro do Abaeté,MG,-19.148333,-45.711391,3106,Central Mineira,31024,Três Marias,-72,197,125,-93,259,166
3115706,Central de Minas,MG,-18.761944,-41.306389,3108,Vale do Rio Doce,31038,Mantena,-266,552,286,-302,638,336
3115805,Centralina,MG,-18.583889,-49.199444,3105,Triângulo Mineiro/Alto Paranaíba,31018,Uberlândia,-527,809,282,-567,913,346
3115904,Chácara,MG,-21.672222,-43.221668,3112,Zona da Mata,31065,Juiz de Fora,114,109,223,125,118,243
3116001,Chalé,MG,-20.043612,-41.687778,3112,Zona da Mata,31061,Manhuaçu,30,288,318,2,315,317
3116100,Chapada do Norte,MG,-17.086945,-42.535278,3103,Jequitinhonha,31011,Capelinha,-451,526,75,-492,585,93
3116159,Chapada Gaúcha,MG,-15.305555,-45.618332,3102,Norte de Minas,31003,Januária,381,422,803,610,490,1100
3116209,Chiador,MG,-22.002501,-43.057777,3112,Zona da Mata,31065,Juiz de Fora,-10,98,88,17,91,108
3116308,Cipotânea,MG,-20.905277,-43.365555,3112,Zona da Mata,31062,Viçosa,-401,536,135,-459,638,179
3116407,Claraval,MG,-20.39889,-47.266666,3110,Sul/Sudoeste de Minas,31047,Passos,18,109,127,99,59,158
3116506,Claro dos Poções,MG,-17.079723,-44.208611,3102,Norte de Minas,31007,Montes Claros,-221,577,356,-398,776,378
3116605,Cláudio,MG,-20.443333,-44.765835,3109,Oeste de Minas,31043,Divinópolis,240,802,1042,339,1155,1494
3116704,Coimbra,MG,-20.856667,-42.802776,3112,Zona da Mata,31062,Viçosa,31,415,446,74,450,524
3116803,Coluna,MG,-18.233889,-42.840275,3108,Vale do Rio Doce,31035,Guanhães,-251,612,361,-187,639,452
3116902,Comendador Gomes,MG,-19.698332,-49.080555,3105,Triângulo Mineiro/Alto Paranaíba,31021,Frutal,-2,280,278,44,243,287
3117009,Comercinho,MG,-16.29611,-41.793331,3103,Jequitinhonha,31013,Pedra Azul,-116,299,183,-120,336,216
3117108,Conceição da Aparecida,MG,-21.094168,-46.204445,3110,Sul/Sudoeste de Minas,31049,Alfenas,-30,426,396,64,457,521
3115201,Conceição da Barra de Minas,MG,-21.128889,-44.472221,3111,Campo das Vertentes,31058,São João Del Rei,-15,81,66,-22,107,85
3117306,Conceição das Alagoas,MG,-19.914722,-48.388336,3105,Triângulo Mineiro/Alto Paranaíba,31022,Uberaba,-18,1165,1147,66,1233,1299
3117207,Conceição das Pedras,MG,-22.16,-45.454723,3110,Sul/Sudoeste de Minas,31053,Santa Rita do Sapucaí,-221,534,313,-277,629,352
3117405,Conceição de Ipanema,MG,-19.928055,-41.69389,3108,Vale do Rio Doce,31041,Aimorés,-422,1184,762,-440,1414,974
3117504,Conceição do Mato Dentro,MG,-19.037222,-43.425003,3107,Metropolitana de Belo Horizonte,31028,Conceição do Mato Dentro,419,235,654,455,256,711
3117603,Conceição do Pará,MG,-19.753056,-44.896667,3109,Oeste de Minas,31043,Divinópolis,113,253,366,24,354,378
3117702,Conceição do Rio Verde,MG,-21.880833,-45.085278,3110,Sul/Sudoeste de Minas,31054,São Lourenço,148,280,428,90,411,501
3117801,Conceição dos Ouros,MG,-22.413055,-45.798054,3110,Sul/Sudoeste de Minas,31053,Santa Rita do Sapucaí,-71,189,118,-88,233,145
3117836,Cônego Marinho,MG,-15.294168,-44.418056,3102,Norte de Minas,31003,Januária,427,154,581,257,331,588
3117876,Confins,MG,-19.6325,-43.982777,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,223,316,539,193,462,655
3117900,Congonhal,MG,-22.152777,-46.039444,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,263,2066,2329,491,2321,2812
3118007,Congonhas,MG,-20.499722,-43.857777,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,-334,428,94,-435,535,100
3118106,Congonhas do Norte,MG,-18.807222,-43.681389,3107,Metropolitana de Belo Horizonte,31028,Conceição do Mato Dentro,-29,385,356,-89,488,399
3118205,Conquista,MG,-19.937222,-47.541668,3105,Triângulo Mineiro/Alto Paranaíba,31022,Uberaba,2586,2964,5550,2573,3753,6326
3118304,Conselheiro Lafaiete,MG,-20.660278,-43.78611,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,46,1227,1273,-205,1810,1605
3118403,Conselheiro Pena,MG,-19.172222,-41.472221,3108,Vale do Rio Doce,31041,Aimorés,50,92,142,54,114,168
3118502,Consolação,MG,-22.551388,-45.921112,3110,Sul/Sudoeste de Minas,31056,Itajubá,15119,29580,44699,19877,32531,52408
3118601,Contagem,MG,-19.931665,-44.053612,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,-289,775,486,-312,847,535
3118700,Coqueiral,MG,-21.189444,-45.440556,3110,Sul/Sudoeste de Minas,31050,Varginha,-1451,2369,918,-1845,3017,1172
3118809,Coração de Jesus,MG,-16.685276,-44.364998,3102,Norte de Minas,31007,Montes Claros,-188,879,691,-308,1108,800
3118908,Cordisburgo,MG,-19125,-44.320831,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,37,231,268,11,251,262
3119005,Cordislândia,MG,-21.7925,-45.700832,3110,Sul/Sudoeste de Minas,31053,Santa Rita do Sapucaí,-1239,2386,1147,-1544,2965,1421
3119104,Corinto,MG,-18.380833,-44.45639,3106,Central Mineira,31025,Curvelo,-144,725,581,-126,811,685
3119203,Coroaci,MG,-18.621944,-42.285831,3108,Vale do Rio Doce,31037,Governador Valadares,-375,1607,1232,-653,2091,1438
3119302,Coromandel,MG,-18.473333,-47.200279,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,58,4973,5031,168,5968,6136
3119401,Coronel Fabriciano,MG,-19.51861,-42.628887,3108,Vale do Rio Doce,31039,Ipatinga,-377,586,209,-473,754,281
3119500,Coronel Murta,MG,-16.618889,-42.182224,3103,Jequitinhonha,31012,Araçuaí,-68,339,271,41,238,279
3119609,Coronel Pacheco,MG,-21.587778,-43.265556,3112,Zona da Mata,31065,Juiz de Fora,-2,131,129,2,155,157
3119708,Coronel Xavier Chaves,MG,-21.023611,-44.223057,3111,Campo das Vertentes,31058,São João Del Rei,8,219,227,-8,243,235
3119807,Córrego Danta,MG,-19.823612,-45.904446,3109,Oeste de Minas,31042,Piuí,-115,222,107,-131,253,122
3119906,Córrego do Bom Jesus,MG,-22.630278,-46.02,3110,Sul/Sudoeste de Minas,31052,Pouso Alegre,17,141,158,128,83,211
3119955,Córrego Fundo,MG,-20.449165,-45555,3109,Oeste de Minas,31044,Formiga,-288,492,204,-406,646,240
3120003,Córrego Novo,MG,-19.831945,-42.396389,3108,Vale do Rio Doce,31040,Caratinga,61,179,240,7,250,257
3120102,Couto de Magalhães de Minas,MG,-18.07139,-43.471111,3103,Jequitinhonha,31010,Diamantina,-163,417,254,-85,441,356
3120151,Crisólita,MG,-17.237223,-40.911945,3104,Vale do Mucuri,31016,Nanuque,382,367,749,408,441,849
3120201,Cristais,MG,-20.875555,-45.518612,3109,Oeste de Minas,31045,Campo Belo,-31,181,150,7,178,185
3120300,Cristália,MG,-16.800278,-42.862221,3102,Norte de Minas,31008,Grão Mogol,-47,331,284,9,279,288
3120409,Cristiano Otoni,MG,-20.832224,-43.805553,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,-89,346,257,-210,492,282
3120508,Cristina,MG,-22.211945,-45.264168,3110,Sul/Sudoeste de Minas,31056,Itajubá,253,262,515,77,445,522
3120607,Crucilândia,MG,-20.383888,-44.336945,3107,Metropolitana de Belo Horizonte,31032,Itaguara,-145,371,226,-242,495,253
3120706,Cruzeiro da Fortaleza,MG,-18.945833,-46.673611,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,51,556,607,76,644,720
3120805,Cruzília,MG,-21.838612,-44.808334,3110,Sul/Sudoeste de Minas,31055,Andrelândia,170,174,344,220,127,347
3120839,Cuparaque,MG,-18.969444,-41.099167,3108,Vale do Rio Doce,31041,Aimorés,96,234,330,78,263,341
3120870,Curral de Dentro,MG,-15.9375,-41.844444,3102,Norte de Minas,31005,Salinas,-634,4114,3480,-802,4968,4166
3120904,Curvelo,MG,-18.75639,-44.430836,3106,Central Mineira,31025,Curvelo,-118,422,304,-134,445,311
3121001,Datas,MG,-18.445555,-43.655834,3103,Jequitinhonha,31010,Diamantina,-89,390,301,-132,401,269
3121100,Delfim Moreira,MG,-22.509167,-45.279999,3110,Sul/Sudoeste de Minas,31056,Itajubá,-26,230,204,-53,270,217
