lot,lat,output,iata,city,
-42.864998,-21.200001,282,3156304,Rodeiro,
-47.585556,-18.8825,246,3156403,Romaria,
-42.511944,-20.978889,207,3156452,Rosário da Limeira,
-42.262501,-16.407499,698,3156502,Rubelita,
-40.537498,-16.374722,980,3156601,Rubim,
-43.806667,-19.886389,3822,3156700,Sabará,
-43.083889,-18.666111,1186,3156809,Sabinópolis,
-47.440002,-19.865278,1134,3156908,Sacramento,
-42.290276,-16.170277,2150,3157005,Salinas,
-39.946945,-16.002777,474,3157104,Salto da Divisa,
-43.415279,-19.959446,1712,3157203,Santa Bárbara,
-42.139725,-19.977777,683,3157252,Santa Bárbara do Leste,
-43.702225,-21.959167,173,3157278,Santa Bárbara do Monte Verde,
-43.559444,-21.246111,154,3157302,Santa Bárbara do Tugúrio,
-44.223335,-21.119722,141,3157336,Santa Cruz de Minas,
-41.746387,-16.098333,193,3157377,Santa Cruz de Salinas,
-42.813889,-20.236111,246,3157401,Santa Cruz do Escalvado,
-42.448334,-18.827223,370,3157500,Santa Efigênia de Minas,
-45.413891,-16.689999,215,3157609,Santa Fé de Minas,
-40.685558,-16.983055,454,3157658,Santa Helena de Minas,
-47.525276,-19.308611,551,3157708,Santa Juliana,
-43.851387,-19.769722,7388,3157807,Santa Luzia,
-42.250557,-20.383888,629,3157906,Santa Margarida,
-43.112499,-19.449444,763,3158003,Santa Maria de Itabira,
-40.149445,-16.24889,398,3158102,Santa Maria do Salto,
-42.414169,-18.190277,1806,3158201,Santa Maria do Suaçuí,
-46.336666,-22.02861,664,3159209,Santa Rita de Caldas,
-43.914722,-21.562777,192,3159407,Santa Rita de Ibitipoca,
-44.094997,-22.149445,725,3159308,Santa Rita de Jacutinga,
-42.131943,-19.874445,104,3159357,Santa Rita de Minas,
-41.379997,-19.359722,114,3159506,Santa Rita do Itueto,
-45.703335,-22.252222,147,3159605,Santa Rita do Sapucaí,
-45.966389,-19.529722,404,3159704,Santa Rosa da Serra,
-50.121387,-18.838612,506,3159803,Santa Vitória,
-45.506668,-21.249166,179,3158300,Santana da Vargem,
-42.55722,-21.287222,294,3158409,Santana de Cataguases,
-44.043056,-19.006111,642,3158508,Santana de Pirapama,
-43.166389,-21.950001,194,3158607,Santana do Deserto,
-44.104443,-21.601389,381,3158706,Santana do Garambéu,
-45.130833,-20.897778,219,3158805,Santana do Jacaré,
-41.925278,-20.1075,569,3158904,Santana do Manhuaçu,
-42.568611,-19.363611,1357,3158953,Santana do Paraíso,
-43.714447,-19.168888,300,3159001,Santana do Riacho,
-43.691669,-20.787777,978,3159100,Santana dos Montes,
-44.918892,-20.946388,772,3159902,Santo Antônio do Amparo,
-42.815556,-21.758055,96,3160009,Santo Antônio do Aventureiro,
-42.608608,-20.314444,307,3160108,Santo Antônio do Grama,
-43.306667,-18.465834,140,3160207,Santo Antônio do Itambé,
-40.175835,-16.533888,783,3160306,Santo Antônio do Jacinto,
-45.29361,-20.087223,826,3160405,Santo Antônio do Monte,
-42.623608,-15.339444,209,3160454,Santo Antônio do Retiro,
-43.253887,-19.228334,76,3160504,Santo Antônio do Rio Abaixo,
-44.223057,-18.296944,201,3160603,Santo Hipólito,
-43.552498,-21.456667,1652,3160702,Santos Dumont,
-45.075832,-21.581667,306,3160801,São Bento Abade,
-43.949169,-20.625,119,3160900,São Brás do Suaçuí,
-42.011391,-19.526945,187,3160959,São Domingos das Dores,
-42.968334,-19.865,1286,3161007,São Domingos do Prata,
-41.486389,-18.591112,223,3161056,São Félix de Minas,
-44.864445,-15.948611,2387,3161106,São Francisco,
-44.985279,-20.710001,418,3161205,São Francisco de Paula,
-49.774166,-19.862778,219,3161304,São Francisco de Sales,
-42.267498,-20.789444,467,3161403,São Francisco do Glória,
-42.834442,-20.922777,309,3161502,São Geraldo,
-42.288055,-18.836111,361,3161601,São Geraldo da Piedade,
-41.359997,-18.9,227,3161650,São Geraldo do Baixio,
-45.833332,-18.338333,337,3161700,São Gonçalo do Abaeté,
-44.858887,-19.982779,362,3161809,São Gonçalo do Pará,
-43.362221,-19.826113,302,3161908,São Gonçalo do Rio Abaixo,
-43.390835,-18.004168,1766,3125507,São Gonçalo do Rio Preto,
-45.595276,-21.892221,1933,3162005,São Gonçalo do Sapucaí,
-46.048889,-19.31111,176,3162104,São Gotardo,
-46.505554,-20.641388,333,3162203,São João Batista do Glória,
-44.351944,-16.853056,248,3162252,São João da Lagoa,
-45.92889,-21.93,1330,3162302,São João da Mata,
-44.007778,-15.929167,137,3162401,São João da Ponte,
-44.090553,-14.883611,3643,3162450,São João das Missões,
-44.261665,-21.135555,448,3162500,São João del Rei,
-42.15139,-20.393612,162,3162559,São João do Manhuaçu,
-41.160278,-18.72139,651,3162575,São João do Manteninha,
-42.15778,-19.338612,147,3162609,São João do Oriente,
-44.516109,-16.541945,360,3162658,São João do Pacuí,
-42.014446,-15.313611,1033,3162708,São João do Paraíso,
-42.763332,-18.547777,1257,3162807,São João Evangelista,
-43.010555,-21.539999,1252,3162906,São João Nepomuceno,
-44.273888,-20.049166,297,3162922,São Joaquim de Bicas,
-46.31139,-20.718056,479,3162948,São José da Barra,
-43.616386,-19.7075,304,3162955,São José da Lapa,
-42.143333,-18.324446,249,3163003,São José da Safira,
-44.556942,-19.709723,309,3163102,São José da Varginha,
-45.52639,-22.328611,258,3163201,São José do Alegre,
-41.389446,-18.478611,638,3163300,São José do Divino,
-42.705002,-19.92861,519,3163409,São José do Goiabal,
-42.67028,-18.275278,88,3163508,São José do Jacuri,
-41.744724,-20.005278,1394,3163607,São José do Mantimento,
-45.054443,-22.116388,386,3163706,São Lourenço,
-42.718891,-20.707224,264,3163805,São Miguel do Anta,
-46.615276,-21.126667,535,3163904,São Pedro da União,
-42.602497,-18.365833,511,3164100,São Pedro do Suaçuí,
-42.523888,-20.170277,558,3164001,São Pedro dos Ferros,
-45.069443,-16.36861,416,3164209,São Romão,
-46.365833,-20.245277,283,3164308,São Roque de Minas,
-45.754166,-22.159166,124,3164407,São Sebastião da Bela Vista,
-42.636391,-21.072224,226,3164431,São Sebastião da Vargem Alegre,
-41.983612,-19.497778,924,3164472,São Sebastião do Anta,
-42.571388,-18.084446,136,3164506,São Sebastião do Maranhão,
-45.005001,-20.275555,1074,3164605,São Sebastião do Oeste,
-46.99139,-20.916945,66,3164704,São Sebastião do Paraíso,
-43.173889,-19.291945,67,3164803,São Sebastião do Rio Preto,
-44.976112,-22.218334,477,3164902,São Sebastião do Rio Verde,
-44.985279,-21.722223,228,3165206,São Thomé das Letras,
-44.509167,-20.913055,592,3165008,São Tiago,
-47.098053,-20.784445,394,3165107,São Tomás de Aquino,
-44.444168,-21.712502,119,3165305,São Vicente de Minas,
-45.7425,-22.747778,158,3165404,Sapucaí-Mirim,
-42.364998,-18.783611,1007,3165503,Sardoá,
-44.144726,-20.035276,478,3165537,Sarzedo,
-42.839443,-20.109167,325,3165560,Sem-Peixe,
-46.176666,-22.587223,318,3165578,Senador Amaral,
-42.945557,-21.800554,156,3165602,Senador Cortes,
-43.096664,-20.911943,407,3165701,Senador Firmino,
-46.17889,-22.164444,100,3165800,Senador José Bento,
-43.225002,-17.946667,543,3165909,Senador Modestino Gonçalves,
-43.344444,-20.793888,284,3166006,Senhora de Oliveira,
-43.084164,-18.892221,106,3166105,Senhora do Porto,
-43.5825,-21.028055,307,3166204,Senhora dos Remédios,
-42.481945,-20.47389,405,3166303,Sericita,
-44.519165,-21.909166,41,3166402,Seritinga,
-43.170002,-18.361944,433,3166501,Serra Azul de Minas,
-45.795834,-19.437777,99,3166600,Serra da Saudade,
-46.689724,-19.111389,140,3166808,Serra do Salitre,
-40.247501,-17.782499,601,3166709,Serra dos Aimorés,
-46.039722,-21.548056,561,3166907,Serrania,
-42.871387,-15.828611,186,3166956,Serranópolis de Minas,
-44.509998,-21.890278,131,3167004,Serranos,
-43.379444,-18.604723,1627,3167103,Serro,
-44.246666,-19.465834,6950,3167202,Sete Lagoas,
-42.272778,-17.725555,190,3165552,Setubinha,
-43.215279,-21.158888,258,3167301,Silveirânia,
-45.834999,-22.029444,87,3167400,Silvianópolis,
-43.311943,-21.963612,767,3167509,Simão Pereira,
-42.001389,-20.12389,259,3167608,Simonésia,
-42.098331,-19.234722,182,3167707,Sobrália,
-45.044998,-22.059999,307,3167806,Soledade de Minas,
-43.24778,-21.358889,957,3167905,Tabuleiro,
-42.233055,-15.807778,246,3168002,Taiobeiras,
-41.615555,-19.758612,221,3168051,Taparuba,
-46.823055,-19.922222,253,3168101,Tapira,
-46.020279,-19.887777,180,3168200,Tapiraí,
-43.687222,-19.669722,1063,3168309,Taquaraçu de Minas,
-42.006668,-19.280832,862,3168408,Tarumirim,
-42.856667,-20.651112,6368,3168507,Teixeiras,
-41.50528,-17.8575,3662,3168606,Teófilo Otoni,
-42.644447,-19.5825,249,3168705,Timóteo,
-44.178059,-21.110279,504,3168804,Tiradentes,
-45.964447,-19.003889,562,3168903,Tiros,
-43.017776,-21.174999,63,3169000,Tocantins,
-46.095554,-22.370556,53,3169059,Tocos do Moji,
-46.371944,-22.743055,213,3169109,Toledo,
-42.022778,-20.904722,2450,3169208,Tombos,
-45.253334,-21.696943,1755,3169307,Três Corações,
-45.241669,-18.20639,2746,3169356,Três Marias,
-45.512501,-21.366667,156,3169406,Três Pontas,
-41.645279,-18.979168,1315,3169505,Tumiritinga,
-48.705002,-18.592222,839,3169604,Tupaciguara,
-42.73,-17.285555,161,3169703,Turmalina,
-45.786945,-21.875555,3379,3169802,Turvolândia,
-42.94278,-21.120001,549,3169901,Ubá,
-44.778057,-16.285276,634,3170008,Ubaí,
-42.105553,-19.635277,7202,3170057,Ubaporanga,
-47.931946,-19.748333,14567,3170107,Uberaba,
-48.277222,-18.91861,181,3170206,Uberlândia,
-40.572777,-17.255833,2836,3170305,Umburatiba,
-46.906113,-16.3575,336,3170404,Unaí,
-50.335831,-19.530277,113,3170438,União de Minas,
-46.254166,-16.064165,661,3170479,Uruana de Minas,
-42.739445,-20.350834,533,3170503,Urucânia,
-45.742222,-16.1325,564,3170529,Urucuia,
-42.298332,-19.608334,433,3170578,Vargem Alegre,
-46.366108,-20.326668,287,3170602,Vargem Bonita,
-42.307499,-15.402778,3762,3170651,Vargem Grande do Rio Pardo,
-45.430279,-21.551388,478,3170701,Varginha,
-46.031666,-18.377777,2277,3170750,Varjão de Minas,
-44.730835,-17.598057,1031,3170800,Várzea da Palma,
-44.0275,-15.701388,1586,3170909,Varzelândia,
-46.90778,-17.986944,379,3171006,Vazante,
-43.602776,-15.589167,272,3171030,Verdelândia,
-42.735558,-17.399445,312,3171071,Veredinha,
-48.308334,-19.663334,321,3171105,Veríssimo,
-42.266945,-20.03611,3879,3171154,Vermelho Novo,
-43.923336,-19.691944,4473,3171204,Vespasiano,
-42.881943,-20.753889,182,3171303,Viçosa,
-42.24361,-20.865833,200,3171402,Vieiras,
-42.343056,-16.804443,480,3171600,Virgem da Lapa,
-45.091667,-22.333334,296,3171709,Virgínia,
-42.703888,-18.822779,708,3171808,Virginópolis,
-42.306667,-18.475834,542,3171907,Virgolândia,
-42.840553,-21.010279,1052,3172004,Visconde do Rio Branco,
-42.538887,-21.770555,266,3172103,Volta Grande,
-45.362778,-22.534445,64,3172202,Wenceslau Braz,
