origin,destination,count
3102803,3139102,15
3102803,3141900,6
3102803,3158706,20
3102803,3162005,53
3102803,3162906,15
3102803,3165008,12
3102803,3165206,4
3102803,3165305,38
3102803,3167004,25
3102852,3106200,114
3102852,3106705,7
3102852,3112307,25
3102852,3129905,6
3102852,3139201,6
3102852,3145208,216
3102902,3101631,6
3102902,3105608,290
3102902,3106200,19
3102902,3123908,5
3102902,3129400,25
3102902,3136702,152
3102902,3145703,3
3102902,3145901,55
3102902,3159407,7
3102902,3160702,20
3102902,3162500,8
3103009,3102308,5
3103009,3104304,4
3103009,3106002,3
3103009,3106309,14
3103009,3106705,27
3103009,3107703,5
3103009,3119401,219
3103009,3127701,41
3103009,3131158,25
3103009,3131307,73
3103009,3135001,10
3103009,3136207,68
3103009,3140308,11
3103009,3144359,21
3103009,3144706,30
3103009,3145901,12
3103009,3152105,24
3103009,3155702,3
3103009,3158003,23
3103009,3161007,5
3103009,3163409,7
3103009,3166808,18
3103009,3168705,91
3103108,3124203,9
3103108,3124906,49
3103108,3143906,21
3103108,3148202,3
3103108,3169208,25
3103207,3104304,4
3103207,3112505,21
3103207,3115300,13
3103207,3118908,50
3103207,3120904,33
3103207,3126406,3
3103207,3127107,12
3103207,3127206,9
3103207,3139706,3
3103207,3147402,4
3103207,3159803,9
3103207,3162005,8
3103207,3167202,133
3103207,3168606,12
3103207,3169109,3
3103306,3128402,5
3103306,3136702,23
3103306,3145703,2
3103306,3146602,4
3103405,3100906,4
3103405,3105202,3
3103405,3105905,1
3103405,3106200,354
3103405,3106705,55
3103405,3107505,3
3103405,3107604,2
3103405,3113008,30
3103405,3115300,38
3103405,3116100,8
3103405,3118601,144
3103405,3119500,5
3103405,3120904,11
3103405,3122108,3
3103405,3125606,4
3103405,3126505,22
3103405,3126752,3
3103405,3127008,14
3103405,3127701,15
3103405,3127800,6
3103405,3128253,6
3103405,3129509,9
3103405,3129806,12
3103405,3133303,16
3103405,3133709,13
3103405,3134004,40
3103405,3135456,53
3103405,3136702,19
3103405,3140704,43
3103405,3143302,59
3103405,3145307,6
3103405,3145372,3
3103405,3146305,66
3103405,3147105,11
3103405,3148608,5
3103405,3152170,5
3103405,3154309,10
3103405,3155108,6
3103405,3156700,12
3103405,3157104,9
3103405,3157807,21
3103405,3159357,3
3103405,3159803,5
3103405,3164001,12
3103405,3168200,3
3103405,3168606,107
3103405,3169703,10
3103405,3170206,1
3103405,3171204,37
3103405,3171600,19
3103504,3100104,12
3103504,3101508,39
3103504,3103751,3
3103504,3104007,57
3103504,3106200,35
3103504,3108503,3
3103504,3108552,6
3103504,3109808,2
3103504,3110905,5
3103504,3111507,10
3103504,3114303,22
3103504,3115003,173
3103504,3116209,5
3103504,3118007,7
3103504,3118304,9
3103504,3118601,62
3103504,3119302,13
3103504,3120904,8
3103504,3124807,92
3103504,3127073,9
3103504,3127909,16
3103504,3128907,13
3103504,3129103,3
3103504,3129806,36
3103504,3130101,7
3103504,3130705,40
3103504,3131901,22
3103504,3134202,73
3103504,3136207,21
3103504,3137106,2
3103504,3137502,6
3103504,3142809,33
3103504,3143104,44
3103504,3145000,8
3103504,3145802,4
3103504,3147006,23
3103504,3148103,54
3103504,3149200,3
3103504,3149804,4
3103504,3153004,2
3103504,3154606,7
3103504,3156403,12
3103504,3156908,34
3103504,3157708,9
3103504,3157807,10
3103504,3166808,5
3103504,3169604,60
3103504,3170107,131
3103504,3170206,1460
3103504,3170404,9
3103504,3171006,28
3103603,3102803,20
3103603,3107208,3
3103603,3107505,21
3103603,3154705,6
3103603,3165305,18
3103702,3110202,16
3103702,3111705,68
3103702,3116704,14
3103702,3124005,29
3103702,3135506,11
3103702,3136207,15
3103702,3139409,12
3103702,3154606,22
3103702,3156304,6
3103702,3160108,3
3103702,3163805,20
3103702,3166303,9
3103702,3169505,3
3103702,3170107,24
3103702,3171303,80
3103702,3172004,12
3103751,3103504,28
3103751,3108503,3
3103751,3111408,3
3103751,3111804,20
3103751,3112604,9
3103751,3115003,4
3103751,3115805,18
3103751,3136207,7
3103751,3159803,10
3103751,3166808,3
3103801,3114303,119
3103801,3121258,8
3103801,3141207,9
3103801,3155504,25
3103801,3168903,12
3103801,3170206,45
3103900,3102050,6
3103900,3106200,14
3103900,3107406,23
3103900,3111150,3
3103900,3122306,11
3103900,3138807,5
3103900,3142403,11
3103900,3145208,12
3103900,3147105,17
3103900,3149705,35
3103900,3155702,6
3103900,3160405,77
3103900,3161809,5
3104007,3100708,4
3104007,3102209,2
3104007,3104205,8
3104007,3105103,10
3104007,3106200,352
3104007,3107406,56
3104007,3109105,9
3104007,3109402,12
3104007,3109808,3
3104007,3111507,18
3104007,3112505,10
3104007,3114303,23
3104007,3117306,8
3104007,3117603,3
3104007,3118205,3
3104007,3118304,18
3104007,3118601,69
3104007,3119807,13
3104007,3120706,20
3104007,3120904,9
3104007,3122306,20
3104007,3123205,10
3104007,3124708,7
3104007,3125408,2
3104007,3126604,2
3104007,3128600,3
3104007,3128907,3
3104007,3129509,111
3104007,3129608,20
3104007,3131109,4
3104007,3133204,9
3104007,3133402,15
3104007,3134301,4
3104007,3135803,11
3104007,3136207,8
3104007,3136702,4
3104007,3137106,10
3104007,3137205,29
3104007,3137502,32
3104007,3138203,12
3104007,3138401,35
3104007,3138807,30
3104007,3145000,11
3104007,3146404,3
3104007,3147006,61
3104007,3147105,11
3104007,3147907,21
3104007,3148004,108
3104007,3148103,130
3104007,3149200,22
3104007,3149804,341
3104007,3151206,11
3104007,3151800,43
3104007,3152105,32
3104007,3153004,36
3104007,3155504,15
3104007,3156908,91
3104007,3157708,55
3104007,3157807,21
3104007,3158953,26
3104007,3159704,2
3104007,3161700,5
3104007,3161908,10
3104007,3162104,31
3104007,3162500,8
3104007,3164308,19
3104007,3165537,10
3104007,3166808,23
3104007,3167202,38
3104007,3168101,116
3104007,3168606,30
3104007,3170107,854
3104007,3170206,493
3104007,3170438,3
3104007,3171006,21
3104007,3171105,23
3104106,3109501,6
3104106,3128303,40
3104106,3134905,11
3104106,3136900,44
3104106,3143203,28
3104106,3159605,12
3104106,3163904,7
3104205,3100203,24
3104205,3104007,9
3104205,3105103,12
3104205,3106200,263
3104205,3107406,9
3104205,3111200,50
3104205,3112000,21
3104205,3119104,11
3104205,3119401,7
3104205,3119955,21
3104205,3120201,10
3104205,3122306,68
3104205,3122470,9
3104205,3122504,8
3104205,3126109,156
3104205,3128709,9
3104205,3130309,55
3104205,3130408,11
3104205,3131802,9
3104205,3131901,14
3104205,3133808,6
3104205,3134608,5
3104205,3134806,12
3104205,3135308,54
3104205,3137205,190
3104205,3137304,6
3104205,3138807,7
3104205,3140852,4
3104205,3141108,12
3104205,3141306,10
3104205,3144102,31
3104205,3144607,11
3104205,3145208,12
3104205,3145604,9
3104205,3145901,58
3104205,3146503,32
3104205,3148905,8
3104205,3149309,58
3104205,3150505,5
3104205,3153707,9
3104205,3158805,6
3104205,3160405,35
3104205,3161700,3
3104205,3161809,10
3104205,3162005,7
3104205,3162203,3
3104205,3167202,11
3104205,3170206,21
3104304,3100906,3
3104304,3101607,161
3104304,3102001,78
3104304,3109501,19
3104304,3110905,3
3104304,3111309,4
3104304,3117108,3
3104304,3122405,20
3104304,3125200,5
3104304,3128303,5
3104304,3128709,18
3104304,3130507,4
3104304,3143005,15
3104304,3146008,18
3104304,3151404,32
3104304,3151800,42
3104304,3159209,5
3104304,3163904,4
3104304,3164704,24
3104304,3170701,8
3104403,3104007,33
3104403,3106903,5
3104403,3128402,19
3104403,3136702,70
3104403,3138401,10
3104403,3140209,16
3104403,3160009,2
3104403,3162906,16
3104403,3165602,11
3104452,3106200,20
3104452,3109006,18
3104452,3112307,66
3104452,3126950,7
3104452,3129806,11
3104452,3131901,21
3104452,3132503,30
3104452,3141801,10
3104452,3164506,4
3104502,3107406,9
3104502,3108206,10
3104502,3108552,5
3104502,3108602,19
3104502,3109303,166
3104502,3109451,5
3104502,3116159,35
3104502,3122306,11
3104502,3122470,5
3104502,3126208,6
3104502,3128600,6
3104502,3128907,14
3104502,3129608,3
3104502,3131604,3
3104502,3135209,10
3104502,3137536,45
3104502,3139300,12
3104502,3143302,13
3104502,3146255,2
3104502,3147006,64
3104502,3148004,38
3104502,3149150,4
3104502,3153400,5
3104502,3154457,29
3104502,3154606,7
3104502,3157807,31
3104502,3161700,2
3104502,3164209,11
3104502,3170404,145
3104502,3170479,50
3104502,3170529,95
3104502,3171204,13
3104502,3171600,7
3104601,3106200,25
3104601,3115300,103
3104601,3122900,63
3104601,3128402,37
3104601,3136702,96
3104601,3138005,12
3104601,3138609,6
3104601,3141603,17
3104601,3142205,5
3104601,3146602,3
3104601,3151305,30
3104601,3156304,29
3104601,3158409,11
3104601,3165701,6
3104601,3169000,10
3104601,3169901,66
3104601,3171303,9
3104700,3102050,2
3104700,3106200,66
3104700,3106705,11
3104700,3110806,4
3104700,3113701,55
3104700,3122108,7
3104700,3126802,23
3104700,3126901,5
3104700,3127701,154
3104700,3131802,88
3104700,3135456,9
3104700,3139607,12
3104700,3140308,3
3104700,3140704,1
3104700,3141900,1
3104700,3144300,17
3104700,3144672,1
3104700,3144805,10
3104700,3145307,13
3104700,3146206,37
3104700,3146305,22
3104700,3150000,3
3104700,3154309,16
3104700,3154606,24
3104700,3156700,14
3104700,3162955,12
3104700,3163300,35
3104700,3168606,113
3104700,3169505,8
3104700,3171303,25
3104809,3100203,9
3104809,3103207,14
3104809,3106705,114
3104809,3107307,53
3104809,3109204,35
3104809,3111200,13
3104809,3120904,54
3104809,3127602,6
3104809,3135605,8
3104809,3136405,20
3104809,3141108,26
3104809,3143609,28
3104809,3145208,24
3104809,3147105,36
3104809,3147402,107
3104809,3154606,20
3104809,3157807,32
3104809,3160603,4
3104809,3167202,135
3104809,3169356,82
3104908,3101201,26
3104908,3101300,10
3104908,3101508,28
3104908,3109709,5
3104908,3110905,6
3104908,3114808,3
3104908,3115508,172
3104908,3117702,25
3104908,3117900,18
3104908,3119005,4
3104908,3120805,62
3104908,3128709,28
3104908,3129400,3
3104908,3133006,26
3104908,3133105,5
3104908,3137809,6
3104908,3138708,2
3104908,3141900,8
3104908,3149101,4
3104908,3151008,4
3104908,3152501,9
3104908,3152600,13
3104908,3163706,32
3104908,3165206,5
3104908,3167806,20
3104908,3170701,8
3105004,3103207,4
3105004,3106200,105
3105004,3112505,25
3105004,3118601,22
3105004,3121605,7
3105004,3127206,4
3105004,3129806,12
3105004,3134608,43
3105004,3135704,43
3105004,3137601,31
3105004,3145208,9
3105004,3149309,16
3105004,3150802,5
3105004,3153608,8
3105004,3154606,9
3105004,3158508,4
3105004,3159001,3
3105004,3164605,7
3105004,3167202,92
3105004,3171204,52
3105103,3100203,9
3105103,3101607,11
3105103,3103504,32
3105103,3104007,14
3105103,3106200,173
3105103,3106705,12
3105103,3110400,5
3105103,3111200,10
3105103,3111408,23
3105103,3111507,10
3105103,3111903,3
3105103,3115102,12
3105103,3118601,17
3105103,3119807,38
3105103,3122306,51
3105103,3123205,31
3105103,3123403,4
3105103,3126109,60
3105103,3129707,3
3105103,3130309,46
3105103,3131109,4
